"","url","title","h1","player_from_title","date","where_he_wins","areas_of_improvement","grade_block","measurables_block","article_grade","comparable_grade","overall_rank","position_rank","pro_comparison","height","weight","hand_size","arm_length","wingspan","dash40","split10","vertical","broad","cone3","shuttle","bench"
"31","https://bleacherreport.com/articles/25253011-nfl-draft-2026-scouting-report-georgia-lb-cj-allen","NFL Draft 2026 Scouting Report for Georgia LB CJ Allen","NFL Draft 2026 Scouting Report for Georgia LB CJ Allen","CJ Allen",NA,"- Very good athlete and smooth mover to cover tight ends and running backs when playing man coverage or tighten throwing windows in zone. | - Impressive hand-eye coordination and vertical jump to make plays on the ball in the air that most linebackers won't. | - Good speed to help carry wide receivers on vertical routes when playing Tampa 2 and gives him sideline-to-sideline range against the run. | - As a run defender, Allen can defeat blocks with his athleticism and a shoulder dip move. | - Also, he takes on blocks with his hands and has good pad level to get some extension and be solid at holding his ground. | - Sure tackler who wraps up and consistently brings running backs to the ground, has had very few misses in his career.","- Doesn't have much pop behind his pads when coming downhill, offensive linemen can absorb contact from him. Allen could afford to add some extra mass. | - Can be slow to key and diagnose run plays, leading to him getting caught in the trash or offensive linemen beating him to the spot. | - Late run-pass transitions against play action, leaving the middle of the field open. | - Showed a few mental lapses in coverage, occasionally playing the wrong assignment and leaving his man or area open, or taking the cheese on checkdowns in zone coverage. | Grade, Rank, and Pro Comparison | .css-1582m2i{margin:0;font:inherit;font-weight:700;}GRADE: 7.8 (Key Contributor — 2nd Round) | COMPARABLE GRADE: Devin Lloyd, Utah (7.9 in 2022), Jack Campbell, Iowa (7.8 in 2023), Quay Walker, Georgia (7.6 in 2022) | OVERALL RANK: 31 | POSITION RANK: LB3 | PRO COMPARISON: Daiyan Henley",NA,"Height: 6'1"" Weight: 230 Hand: 10⅛"" Arm: 31½"" Wingspan: 75½"" | 40-Yard Dash: N/A 10-Yard Split: N/A 3-Cone: N/A Shuttle: N/A Vertical: N/A Broad: N/A","7.8 (Key Contributor — 2nd Round)","Devin Lloyd, Utah (7.9 in 2022), Jack Campbell, Iowa (7.8 in 2023), Quay Walker, Georgia (7.6 in 2022)","31","LB3","Daiyan Henley","6'1"" Weight: 230 Hand: 10⅛"" Arm: 31½"" Wingspan: 75½""","230 Hand: 10⅛"" Arm: 31½"" Wingspan: 75½""",NA,NA,"75½""","N/A 10-Yard Split: N/A 3-Cone: N/A Shuttle: N/A Vertical: N/A Broad: N/A","N/A 3-Cone: N/A Shuttle: N/A Vertical: N/A Broad: N/A","N/A Broad: N/A","N/A","N/A Shuttle: N/A Vertical: N/A Broad: N/A","N/A Vertical: N/A Broad: N/A",NA
"32","https://bleacherreport.com/articles/25258822-nfl-draft-2026-scouting-report-duke-cb-chandler-rivers","NFL Draft 2026 Scouting Report for Duke CB Chandler Rivers","NFL Draft 2026 Scouting Report for Duke CB Chandler Rivers","Chandler Rivers",NA,"— Rivers excels in zone coverage where he can see the quarterback and read the field. His feel for space and ability to jump routes with anticipation can spark a defense. | — His versatility to play in zone and man with proper footwork and technique pairs well with his inside and outside positional flexability. | — He possess a natural feel for where the football is going. Those instincts help create incompletions and turnovers for the defense. | — Hip and ankle flexability allow him to turn and run to carry receivers downfield. He sinks his hips to decelerate and change direction quickly, too. | — Plays with an aggressive mindset when triggering on quick throws to the flat. He doesn't avoid tackling despite his smaller stature at the position (5'10"", 185).","— Rivers isn't afraid to man up against bigger tight ends and receivers, but he needs to time his hands and jumps more consistently at the catch point to disrupt throws. | — He tends to be a touch late opening his gate to open up with receivers who stack him vertically. His recovery speed to close that space is lacking. | — While he doesn't avoid the run game, he could bring the same mentality downhill that he does blowing up screens. Improving his technique to square and wrap up ball carriers in space will help his all-around impact.",".css-1582m2i{margin:0;font:inherit;font-weight:700;}GRADE: 7.8 (Second round - Key contributor) | COMPARABLE GRADE: Kyler Gordon, CB, Washington (7.7 in 2022), Clark Phillips III, CB, Utah (7.9 in 2023), CB Maxwell Hairston, Kentucky (7.8 in 2025) | OVERALL RANK: 34 | POSITION RANK: CB6 | PRO COMPARISON: Skinny Trent McDuffie | TOP NEWS | NFL Not Investigating Mike Vrabel | Jeremiyah Love on Giants' Radar | Mock NFL Expansion Draft 📋","Height: 5'9 ½"" Weight: 185 Hand Size: 9 ½"" Arm Length: 29 ⅜"" Wingspan: N/A 40-yard dash: 4.4 10-yard split: 1.55 Vertical: 39"" Broad: 10'10"" 3 cone: N/A Shuttle: N/A Bench: N/A","7.8 (Second round - Key contributor)","Kyler Gordon, CB, Washington (7.7 in 2022), Clark Phillips III, CB, Utah (7.9 in 2023), CB Maxwell Hairston, Kentucky (7.8 in 2025)","34","CB6","Skinny Trent McDuffie","5'9 ½"" Weight: 185 Hand Size: 9 ½"" Arm Length: 29 ⅜"" Wingspan: N/A 40-yard dash: 4.4 10-yard split: 1.55 Vertical: 39"" Broad: 10'10"" 3 cone: N/A Shuttle: N/A Bench: N/A","185 Hand Size: 9 ½"" Arm Length: 29 ⅜"" Wingspan: N/A 40-yard dash: 4.4 10-yard split: 1.55 Vertical: 39"" Broad: 10'10"" 3 cone: N/A Shuttle: N/A Bench: N/A","9 ½"" Arm Length: 29 ⅜"" Wingspan: N/A 40-yard dash: 4.4 10-yard split: 1.55 Vertical: 39"" Broad: 10'10"" 3 cone: N/A Shuttle: N/A Bench: N/A","29 ⅜"" Wingspan: N/A 40-yard dash: 4.4 10-yard split: 1.55 Vertical: 39"" Broad: 10'10"" 3 cone: N/A Shuttle: N/A Bench: N/A","N/A 40-yard dash: 4.4 10-yard split: 1.55 Vertical: 39"" Broad: 10'10"" 3 cone: N/A Shuttle: N/A Bench: N/A",NA,NA,"39"" Broad: 10'10"" 3 cone: N/A Shuttle: N/A Bench: N/A","10'10"" 3 cone: N/A Shuttle: N/A Bench: N/A",NA,"N/A Bench: N/A","N/A"
"33","https://bleacherreport.com/articles/25250463-nfl-draft-2026-scouting-report-penn-state-s-zakee-wheatley","NFL Draft 2026 Scouting Report for Penn State S Zakee Wheatley","NFL Draft 2026 Scouting Report for Penn State S Zakee Wheatley","Zakee Wheatley",NA,"— Always around the football whether it's against the run or the pass. His instincts take him to where the plays go in every game. | — His single-high ability, paired with his instincts, let him flow around the back end of the defense. Has real range to make plays. | — Locates the football in the run game and triggers downhill with intent. He wants to make big hits and will wrap up the ball carrier. | — His naturtal athleticism to mirror the quarterback and break on throws makes him a dangerous player against tough sideline throws and slighty under thrown balls.","— Tackling technique when wrapping up to not fall around ankles. Drive through tackles more often. | — Aggression to trigger downhill quickly on play fakes makes him susceptible to double moves or deep shots over the top with play-action. | — Playing more physically against tight ends in man coverage will help round out his impact against the pass.",".css-1582m2i{margin:0;font:inherit;font-weight:700;}GRADE: 7.7 (Key Contributor - 2nd Round) | COMPARABLE GRADE: Brian Branch, S, Alabama (7.8 in 2023), S Tyler Nubin, Minnesota (7.7 in 2024), S Xavier Watts, Notre Dame (7.9 in 2025) | OVERALL RANK: 41 | POSITION RANK: S4 | PRO COMPARISON: Kyle Hamilton | TOP NEWS | NFL Not Investigating Mike Vrabel | Jeremiyah Love on Giants' Radar | Mock NFL Expansion Draft 📋","Height: 6'3"" Weight: 203 Hand Size: 9 ½"" Arm Length: 31"" Wingspan: N/A 40-yard dash: N/A 10-yard split: N/A Vertical: 32.5"" Broad: 10'2"" 3 cone: N/A Shuttle: N/A Bench: N/A","7.7 (Key Contributor - 2nd Round)","Brian Branch, S, Alabama (7.8 in 2023), S Tyler Nubin, Minnesota (7.7 in 2024), S Xavier Watts, Notre Dame (7.9 in 2025)","41","S4","Kyle Hamilton","6'3"" Weight: 203 Hand Size: 9 ½"" Arm Length: 31"" Wingspan: N/A 40-yard dash: N/A 10-yard split: N/A Vertical: 32.5"" Broad: 10'2"" 3 cone: N/A Shuttle: N/A Bench: N/A","203 Hand Size: 9 ½"" Arm Length: 31"" Wingspan: N/A 40-yard dash: N/A 10-yard split: N/A Vertical: 32.5"" Broad: 10'2"" 3 cone: N/A Shuttle: N/A Bench: N/A","9 ½"" Arm Length: 31"" Wingspan: N/A 40-yard dash: N/A 10-yard split: N/A Vertical: 32.5"" Broad: 10'2"" 3 cone: N/A Shuttle: N/A Bench: N/A","31"" Wingspan: N/A 40-yard dash: N/A 10-yard split: N/A Vertical: 32.5"" Broad: 10'2"" 3 cone: N/A Shuttle: N/A Bench: N/A","N/A 40-yard dash: N/A 10-yard split: N/A Vertical: 32.5"" Broad: 10'2"" 3 cone: N/A Shuttle: N/A Bench: N/A",NA,NA,"32.5"" Broad: 10'2"" 3 cone: N/A Shuttle: N/A Bench: N/A","10'2"" 3 cone: N/A Shuttle: N/A Bench: N/A",NA,"N/A Bench: N/A","N/A"
"34","https://bleacherreport.com/articles/25297372-nfl-draft-2026-scouting-report-texas-tech-dl-lee-hunter","NFL Draft 2026 Scouting Report for Texas Tech DL Lee Hunter","NFL Draft 2026 Scouting Report for Texas Tech DL Lee Hunter","Lee Hunter",NA,"- Hunter is built like a true NFL nose tackle. | - Takes on blocks with his hands and displays impressive upper body strength to stand up offensive linemen at the line of scrimmage. | - Hard to move with one-on-one blocks and holds his gap when he keeps his pads down against double-teams, solid at absorbing contact against the run. | - Recognizes down blocks, shifting his eyes and hands to hold ground and avoid getting washed inside. | - Presents several ways to escape blocks, with the strength to stack-and-shed, while also showing hump and arm-over moves to catch offensive linemen leaning. | - Showed flashes of working the hands as a pass-rusher. | - Good pass-rush motor to get coverage or clean-up sacks when the quarterback steps up in the pocket.","- Subpar athleticism and quickness, even for a nose tackle. | - A little late off the ball with a habit of playing too high, preventing him from collapsing the pocket as a bull-rusher consistently. Also, Hunter can cause him to concede some ground against double-teams and combo blocks. | - A waist-bender instead of a knee-bender. | - Lack of agility leads to Hunter taking long and inefficient paths in line games and makes him susceptible to getting reached or scooped. | - Hand placement when taking on blocks can get a little wide, limiting his extension against blocks. | - Struggles to sink his hips and bend in the backfield, leading to him getting too far up the field. | - Has lapses in gap integrity where he'll leave his assignment and create a cutback lane. | Grade, Rank, and Pro Comparison | .css-1582m2i{margin:0;font:inherit;font-weight:700;}GRADE: 7.7 (Key Contributor — 2nd Round) | COMPARABLE GRADE: Tyleik Williams, Ohio State (7.6 in 2025), Calijah Kancey, Pittsburgh (7.6 in 2023), Travis Jones, UConn (7.6 in 2022) | OVERALL RANK: 40 | POSITION RANK: DL4 | PRO COMPARISON: Dalvin Tomlinson",NA,"Height: 6'4"" Weight: 318 Hand: 9¼"" Arm: 33¼"" Wingspan: 80⅝ | 40-Yard Dash: 5.19 10-Yard Split: 1.70 3-Cone: N/A Shuttle: N/A Vertical: 21.5"" Broad: 8'4""","7.7 (Key Contributor — 2nd Round)","Tyleik Williams, Ohio State (7.6 in 2025), Calijah Kancey, Pittsburgh (7.6 in 2023), Travis Jones, UConn (7.6 in 2022)","40","DL4","Dalvin Tomlinson","6'4"" Weight: 318 Hand: 9¼"" Arm: 33¼"" Wingspan: 80⅝","318 Hand: 9¼"" Arm: 33¼"" Wingspan: 80⅝",NA,NA,"80⅝","5.19 10-Yard Split: 1.70 3-Cone: N/A Shuttle: N/A Vertical: 21.5"" Broad: 8'4""","1.70 3-Cone: N/A Shuttle: N/A Vertical: 21.5"" Broad: 8'4""","21.5"" Broad: 8'4""","8'4""","N/A Shuttle: N/A Vertical: 21.5"" Broad: 8'4""","N/A Vertical: 21.5"" Broad: 8'4""",NA
"35","https://bleacherreport.com/articles/25260055-nfl-draft-2026-scouting-report-tennessee-wr-chris-brazzell-ii","NFL Draft 2026 Scouting Report for Tennessee WR Chris Brazzell II","NFL Draft 2026 Scouting Report for Tennessee WR Chris Brazzell II","Chris Brazzell II",NA,"- Explosive athlete with great length. Brazzell has the height of a traditional X-receiver with field-stretching top-end speed. He will take the top off the defense and force defensive backs to play off-ball with a cushion to lessen the chances he strides past them. | - The former 3-star receiver has a solid release package against press-man coverage. He uses hard jab steps and well-timed punches/clubs to clear the defender's hands quickly. His club maneuver is effective in keeping defenders' hands off his frame mid-route. | - He is proficient in attacking leverage and different defensive alignments. The Vols' leading receiver does a good job locating and working into the defender's blind spot. He is more than a vertical threat. | - He plays with excellent body control to make difficult catches look routine. Whether on the sideline for toe-dragging receptions or highly contested targets down the field, he finds a way to reel them in. He tracks the ball with good vision and patience, never panicking when the ball arrives in contested catch situations. | - He is a tall and leggy athlete, but it does not negatively impact his route running. He creates space and separation at the break point of his routes. The threat of his speed pushes defenders upfield and into turn/run mode, opening short and intermediate routes. He drops his weight to sink at the apex of his routes on hitches, curls, and comebacks.","- Brazzell's overall play strength can improve. Physical defenders will make contact and disrupt his timing mid-route. | - Tennessee's WR1 must improve his timing on contested catches. He will benefit from developing late hands to avoid tipping off defenders that he is about to make a play on the football. | - He does not often drop the football, but he tends to let the ball enter his body during contested catches. | - Developing more savviness with using his frame to create space will help him against NFL cornerbacks. Right now, he initiates contact and extends his arms on the push off, opening the door to Offensive Pass Interference penalties. | - Do not expect a highly productive yard after catch receiver. He lacks the lateral agility and transitional fluidity to change directions suddenly after the catch to make defenders miss for maximum yardage.",NA,"Height: 6'4"" Weight: 198"" HAND: 9"" ARM: 32⅜"" | 40-Yard Dash: 4.37"" Vertical: N/A Broad Jump: N/A 3-Cone Drill: N/A 20-Yard Shuttle: N/A Bench Press: N/A","7.90 (Key Contributor — 2nd Round)","Jordan Addison (7.9 in 2023), Alec Pierce (7.8 in 2022), Khalil Shakir (7.9 in 2022)","26","WR6","Martavis Bryant","6'4"" Weight: 198"" HAND: 9"" ARM: 32⅜""","198"" HAND: 9"" ARM: 32⅜""",NA,NA,NA,"4.37"" Vertical: N/A Broad Jump: N/A 3-Cone Drill: N/A 20-Yard Shuttle: N/A Bench Press: N/A",NA,"N/A Broad Jump: N/A 3-Cone Drill: N/A 20-Yard Shuttle: N/A Bench Press: N/A",NA,NA,"N/A Bench Press: N/A",NA
"36","https://bleacherreport.com/articles/25284911-nfl-draft-2026-scouting-report-missouri-edge-zion-young","NFL Draft 2026 Scouting Report for Missouri Edge Zion Young","NFL Draft 2026 Scouting Report for Missouri Edge Zion Young","Zion Young",NA,"- Young has a good frame and build, and has good arm length. | - Solid strength at the point of attack and the long arms help him get extension on blocks from offensive tackles. | - Consistently resets the line of scrimmage against tight ends. | - Decent at setting the edge and running his feet to avoid getting reached against the run. | - Solid power and leg drive as a pass-rusher to occasionally collapse the pocket when bull rushing or turning speed to power. | - Active hands as a pass-rusher and has shown improvement with his use of hands from 2024 to 2025. | - Good pass-rusher motor to get coverage sacks.","- Lacks burst/acceleration off the line of scrimmage to threaten offensive tackles with speed around the edge. | - Not very twitchy and doesn't show high-level athleticism as a pass-rusher. | - Use of hands when rushing the passer is still a work in progress, his timing is off which limits his ability to take advantage of his long arms. | - Subpar bend and angles around the edge, impacting his ability to corner at the top of the rush and leading to inefficient paths to the quarterback. | - Has a habit of occasionally working around blocks. | - Turns his shoulders perpendicular to the line of scrimmage when setting the edge. | - As a freshman at Michigan State, he was involved in a fight in the tunnel after the game against Michigan and pled guilty to misdemeanor assault charges while also serving a suspension. Also, he was arrested for DWI on Dec. 13, two weeks before Missouri's bowl game, per KOMU 8. | Grade, Rank, and Pro Comparison | .css-1582m2i{margin:0;font:inherit;font-weight:700;}GRADE: 7.7 (2nd Round — Key Contributor) | COMPARABLE GRADE: JT Tuimoloau, Ohio State (7.6 in 2025), Keion White, Georgia Tech (7.7 in 2023), Drake Jackson, USC (7.7 in 2022) | OVERALL RANK: 38 | POSITION RANK: EDGE6 | PRO COMPARISON: Tyree Wilson",NA,"Height: 6'5"" Weight: 262 Hand: 9½"" Arm: 33"" Wingspan: N/A | 40-Yard Dash: N/A 10-Yard Split: N/A 3-Cone: N/A Shuttle: N/A Vertical: N/A Broad: N/A","7.7 (2nd Round — Key Contributor)","JT Tuimoloau, Ohio State (7.6 in 2025), Keion White, Georgia Tech (7.7 in 2023), Drake Jackson, USC (7.7 in 2022)","38","EDGE6","Tyree Wilson","6'5"" Weight: 262 Hand: 9½"" Arm: 33"" Wingspan: N/A","262 Hand: 9½"" Arm: 33"" Wingspan: N/A",NA,NA,"N/A","N/A 10-Yard Split: N/A 3-Cone: N/A Shuttle: N/A Vertical: N/A Broad: N/A","N/A 3-Cone: N/A Shuttle: N/A Vertical: N/A Broad: N/A","N/A Broad: N/A","N/A","N/A Shuttle: N/A Vertical: N/A Broad: N/A","N/A Vertical: N/A Broad: N/A",NA
"37","https://bleacherreport.com/articles/25240068-nfl-draft-2026-scouting-report-alabama-ot-kadyn-proctor","NFL Draft 2026 Scouting Report for Alabama OT Kadyn Proctor","NFL Draft 2026 Scouting Report for Alabama OT Kadyn Proctor","Kadyn Proctor",NA,"- Massive frame with a dense build and a rare amount of lean muscle mass. | - Jarring power at the point of attack to uproot and overwhelm defenders. | - Flashes of anchoring and ending reps on command once latched. | - Rugged, aggressive demeanor leads to some punishing finishes and body blows on defenders.","- Undisciplined, erratic positional leverage in pass protection creates soft edges and short corners. | - Bad habit of dipping head into contact results in getting overextended when the picture changes post-snap, causing him to fall off of blocks too easily. | - Upright playing style saps his power and results in him 'catching' too many blocks.",".css-1582m2i{margin:0;font:inherit;font-weight:700;}GRADE: 7.7 (Key Contributor - 2nd Round) | COMPARABLE GRADE: Anton Harrison (7.8 in 2023), Amarius Mims (7.9 in 2024), Daniel Faalele (7.6 in 2022) | OVERALL RANK: 33 | POSITION RANK: OT2 | PRO COMPARISON: Rodger Saffold | TOP NEWS | NFL Not Investigating Mike Vrabel | Jeremiyah Love on Giants' Radar | Mock NFL Expansion Draft 📋","Height: 6'7"" Weight: 352 Arm: 33 ⅜"" Hand: 9 ¾"" | 40-Yard Dash: 5.21 10-Yard Split: 1.84 Vertical: 32 ½"" Broad: 9'1"" Shuttle: 4.78 3-Cone: 7.78 Bench: 25","7.7 (Key Contributor - 2nd Round)","Anton Harrison (7.8 in 2023), Amarius Mims (7.9 in 2024), Daniel Faalele (7.6 in 2022)","33","OT2","Rodger Saffold","6'7"" Weight: 352 Arm: 33 ⅜"" Hand: 9 ¾""","352 Arm: 33 ⅜"" Hand: 9 ¾""",NA,NA,NA,"5.21 10-Yard Split: 1.84 Vertical: 32 ½"" Broad: 9'1"" Shuttle: 4.78 3-Cone: 7.78 Bench: 25","1.84 Vertical: 32 ½"" Broad: 9'1"" Shuttle: 4.78 3-Cone: 7.78 Bench: 25","32 ½"" Broad: 9'1"" Shuttle: 4.78 3-Cone: 7.78 Bench: 25","9'1"" Shuttle: 4.78 3-Cone: 7.78 Bench: 25","7.78 Bench: 25","4.78 3-Cone: 7.78 Bench: 25","25"
"38","https://bleacherreport.com/articles/25262645-nfl-draft-2026-scouting-report-usc-s-kamari-ramsey","NFL Draft 2026 Scouting Report for USC S Kamari Ramsey","NFL Draft 2026 Scouting Report for USC S Kamari Ramsey","Kamari Ramsey",NA,"— Ramsey has fantastic eyes in zone coverage and his instincts take him to the football regularly. His athleticism allows him to mirror the quarterback and stay in phase beautifully. | — He does a great job recognizing plays and route concepts. He's always around the play, whether it's a run or a pass. | — As an off coverage defender, he reads route breaks and receiver deceleration in an instant. He triggers downhill or to the receiver while regularly attacking the catch point. | — His athleticism is an asset and allows him to maintain backpedal speed and flip his hips while reading leverage and the quarterback's eyes. He sinks his hips to decelerate quickly, too. | — He's a willing participant downhill in the screen and run game. His quick trigger let's him flow in the direction of the ball carrier/throw before other defenders.","— When Ramsey gets stacked vertically, his recovery speed is questionable and receivers can gain separation. His lateral burst to turn and run can be late, putting him behind speedy receivers. | — While he's a willing participant in the run game, he must improve his tackling technique to not fall off as many tackles. | — His upside as a nickel defender is limited by his short area lateral burst, effectiveness as a man defender and tackling ability in the run game can still create an impact.",".css-1582m2i{margin:0;font:inherit;font-weight:700;}GRADE: 7.4 (High-Level Backup/Starter Upside - Third Round) | COMPARABLE GRADE: S Dante Trader Jr., Maryland (7.4 in 2025), S Kitan Oladapo, Oregon State (7.5 in 2024), CB Kelee Ringo, Georgia (7.4 in 2023) | OVERALL RANK: 76 | POSITION RANK: S8 | PRO COMPARISON: Ashton Davis | TOP NEWS | Mock NFL Expansion Draft 📋 | Breaking News | Every Team's Ideal 1st-Round Pick 👌","Height: 6'0 ¼"" Weight: 202 Hand Size: 9 ¼"" Arm Length: 30 ⅝"" Wingspan: N/A 40-yard dash: 4.47 10-yard split: 1.57 Vertical: 37"" Broad: 10'0"" 3 cone: N/A Shuttle: N/A Bench: 16","7.4 (High-Level Backup/Starter Upside - Third Round)","S Dante Trader Jr., Maryland (7.4 in 2025), S Kitan Oladapo, Oregon State (7.5 in 2024), CB Kelee Ringo, Georgia (7.4 in 2023)","76","S8","Ashton Davis","6'0 ¼"" Weight: 202 Hand Size: 9 ¼"" Arm Length: 30 ⅝"" Wingspan: N/A 40-yard dash: 4.47 10-yard split: 1.57 Vertical: 37"" Broad: 10'0"" 3 cone: N/A Shuttle: N/A Bench: 16","202 Hand Size: 9 ¼"" Arm Length: 30 ⅝"" Wingspan: N/A 40-yard dash: 4.47 10-yard split: 1.57 Vertical: 37"" Broad: 10'0"" 3 cone: N/A Shuttle: N/A Bench: 16","9 ¼"" Arm Length: 30 ⅝"" Wingspan: N/A 40-yard dash: 4.47 10-yard split: 1.57 Vertical: 37"" Broad: 10'0"" 3 cone: N/A Shuttle: N/A Bench: 16","30 ⅝"" Wingspan: N/A 40-yard dash: 4.47 10-yard split: 1.57 Vertical: 37"" Broad: 10'0"" 3 cone: N/A Shuttle: N/A Bench: 16","N/A 40-yard dash: 4.47 10-yard split: 1.57 Vertical: 37"" Broad: 10'0"" 3 cone: N/A Shuttle: N/A Bench: 16",NA,NA,"37"" Broad: 10'0"" 3 cone: N/A Shuttle: N/A Bench: 16","10'0"" 3 cone: N/A Shuttle: N/A Bench: 16",NA,"N/A Bench: 16","16"
"39","https://bleacherreport.com/articles/25253135-nfl-draft-2026-scouting-report-ohio-state-te-max-klare","NFL Draft 2026 Scouting Report for Ohio State TE Max Klare","NFL Draft 2026 Scouting Report for Ohio State TE Max Klare","Max Klare",NA,"— Has a workmanlike mentality as a blocker who can help from multiple alignments. | — Showcases route-stem nuance to read defenders' leverage and manipulate body position. | — Explosive seam threat who gets on second level defenders in a hurry. | — Once Klare catches the football, he gets upfield quickly and can reduce defenders angles. | — Settling in zone to become available to the quarterback.","— In-line blocking, functional strength and hand placement to increase effectiveness. | — Consistently uses his hands at the top of his route to not get caught by physical defenders. | — Lining up blocks on the move to stay connected and free up running backs.",".css-1582m2i{margin:0;font:inherit;font-weight:700;}GRADE: 7.7 (Key Contributor - 2nd Round) | COMPARABLE GRADE: Greg Dulcich, TE, UCLA (7.5 in 2022), Tucker Kraft, TE, South Dakota State (7.5 in 2023), TE Harold Fannin Jr., Bowling Green (7.6 in 2025) | OVERALL RANK: 43 | POSITION RANK: TE2 | PRO COMPARISON: Mark Andrews | TOP NEWS | Breaking News | Mock NFL Expansion Draft 📋 | Jeremiyah Love on Giants' Radar","Height: 6'4"" Weight: 246 Hand Size: 9 ⅛"" Arm Length: 32 ⅛"" Wingspan: 77 ⅞"" 40-yard dash: N/A 10-yard split: N/A Vertical: N/A Broad: N/A 3 cone: N/A Shuttle: N/A Bench: N/A","7.7 (Key Contributor - 2nd Round)","Greg Dulcich, TE, UCLA (7.5 in 2022), Tucker Kraft, TE, South Dakota State (7.5 in 2023), TE Harold Fannin Jr., Bowling Green (7.6 in 2025)","43","TE2","Mark Andrews","6'4"" Weight: 246 Hand Size: 9 ⅛"" Arm Length: 32 ⅛"" Wingspan: 77 ⅞"" 40-yard dash: N/A 10-yard split: N/A Vertical: N/A Broad: N/A 3 cone: N/A Shuttle: N/A Bench: N/A","246 Hand Size: 9 ⅛"" Arm Length: 32 ⅛"" Wingspan: 77 ⅞"" 40-yard dash: N/A 10-yard split: N/A Vertical: N/A Broad: N/A 3 cone: N/A Shuttle: N/A Bench: N/A","9 ⅛"" Arm Length: 32 ⅛"" Wingspan: 77 ⅞"" 40-yard dash: N/A 10-yard split: N/A Vertical: N/A Broad: N/A 3 cone: N/A Shuttle: N/A Bench: N/A","32 ⅛"" Wingspan: 77 ⅞"" 40-yard dash: N/A 10-yard split: N/A Vertical: N/A Broad: N/A 3 cone: N/A Shuttle: N/A Bench: N/A","77 ⅞"" 40-yard dash: N/A 10-yard split: N/A Vertical: N/A Broad: N/A 3 cone: N/A Shuttle: N/A Bench: N/A",NA,NA,"N/A Broad: N/A 3 cone: N/A Shuttle: N/A Bench: N/A","N/A 3 cone: N/A Shuttle: N/A Bench: N/A",NA,"N/A Bench: N/A","N/A"
"40","https://bleacherreport.com/articles/25294697-nfl-draft-2026-scouting-report-nebraska-rb-emmett-johnson","NFL Draft 2026 Scouting Report for Nebraska RB Emmett Johnson","NFL Draft 2026 Scouting Report for Nebraska RB Emmett Johnson","Emmett Johnson",NA,"- Patient runner with great vision to find running lanes. Johnson presses the line of scrimmage with a ""slot too, fast through"" mentality. He possesses the acceleration and burst to explode through a lane once a crease is created. He patiently attacks the LOS, essentially setting up his blocks and reading them well in real time. | - Johnson is a creative runner with run discipline to stay on the design run path for positive yards. He is a dangerous back because he will take what the offensive line blocks/creates, but has the elusiveness and electric footwork to create for himself. He possesses a twitchy lower half and will string together cuts to jump cut outside the tackle box into the open field. | - Nebraska's star back executes inside zone, outside zone, and duo run concepts well. He reads his keys and picks his spot on when to bounce or cut runs upfield. Johnson maximizes the OL's run blocking with good decision-making. | - Adept at getting skinny through small creases and reducing the strike zone for incoming defenders. He avoids big clean hits from defenders, preserving his body and health. | - Johnson runs with a low center of gravity and good contact balance. He can pinball off tackles and run through arm tackles. He keeps his feet driving forward even after contact. He will push some piles with his tenacity and effort.","- Johnson's dynamic lateral agility and cuts can result in chasing the big play on the outside. He will try to jump cut one too many times instead of planting and getting upfield. | - His speed is good but not great. He does not present a constant threat to take runs the distance and outrun high-end athletic pursuing defenders for explosive gains. | - Pass protection is inconsistent and needs refining. Johnson is a high-motor player, but he needs to improve his technique as a pass protector against pressure packages. It would be good to see him scan the field better for potential threats and step up to meet the defender with physicality at the POA. | Grade, Rank, and Pro Comparison | .css-1582m2i{margin:0;font:inherit;font-weight:700;}GRADE: 7.37 (High-Level Backup/Starter Upside — 3rd Round) | COMPARABLE GRADE: TreVeyon Henderson (7.5 in 2025), Quinshon Judkins (7.5 in 2025), Devon Achane (7.6 in 2023) | OVERALL RANK: 78 | POSITION RANK: RB5 | PRO COMPARISON: Jashaun Corbin",NA,"Height: 5'10"" Weight: 200 HAND: 9¾ Arm: 30 ¼"" 40-Yard DASH: 4.56 Vertical Jump: 35.5"" Broad Jump: 10'0"" 3-Cone Drill: 7.32"" 20-Yard Shuttle: 4.29"" Bench Press: 16","7.37 (High-Level Backup/Starter Upside — 3rd Round)","TreVeyon Henderson (7.5 in 2025), Quinshon Judkins (7.5 in 2025), Devon Achane (7.6 in 2023)","78","RB5","Jashaun Corbin","5'10"" Weight: 200 HAND: 9¾ Arm: 30 ¼"" 40-Yard DASH: 4.56 Vertical Jump: 35.5"" Broad Jump: 10'0"" 3-Cone Drill: 7.32"" 20-Yard Shuttle: 4.29"" Bench Press: 16","200 HAND: 9¾ Arm: 30 ¼"" 40-Yard DASH: 4.56 Vertical Jump: 35.5"" Broad Jump: 10'0"" 3-Cone Drill: 7.32"" 20-Yard Shuttle: 4.29"" Bench Press: 16",NA,NA,NA,NA,NA,NA,NA,NA,"4.29"" Bench Press: 16",NA
