"","url","title","h1","player_from_title","date","where_he_wins","areas_of_improvement","grade_block","measurables_block","article_grade","comparable_grade","overall_rank","position_rank","pro_comparison","height","weight","hand_size","arm_length","wingspan","dash40","split10","vertical","broad","cone3","shuttle","bench"
"72","https://bleacherreport.com/articles/25325473-nfl-draft-2026-scouting-report-indiana-s-louis-moore","NFL Draft 2026 Scouting Report for Indiana S Louis Moore","NFL Draft 2026 Scouting Report for Indiana S Louis Moore","Louis Moore",NA,"— Moore can handle the roof of a defense with the instincts and range to take away deep routes. He's an excellent in zone coverage and consistently rotates post-snap to fool quarterbacks. | — Operates well as a robber in the middle of the field, reading route combinations, offensive leverage and the quarterback's eyes to take him where he's needed. Quick to collapse on stop and crossing routes while maintaining proper depth. | — The first-team All-Big Ten performer is an assignment-sound defender and rarely finds himself out of position where he can't recover. Has good reactive athleticism to flip his hips and trigger downhill on screens and against the run. | — The former JUCO wide receiver is a ball-hawking safety. Moore tracks the ball well with good hands to create turnovers. | — Not afraid to get his nose dirty in the run game and throw his body around at the line of scrimmage. Moore does well attempting to stay square as a tackler when possible.","— Moore's man-coverage skills are raw, with this being only his fourth season as a defender. Playing in the nickel against quicker receivers and nuanced tight ends can be a difficult assignment. | — The 5'11"", 191-pound safety is a willing tackler, but shorter arms and limited lateral agility place him at a disadvantage when working in space. Better athletes will force missed tackles in one-on-one situations. | — Moore needs to play with more consistent pad level in his backpedal. He displays a hitch when asked to change directions, which can make him late at the next level where everything happens faster.",".css-1582m2i{margin:0;font:inherit;font-weight:700;}GRADE: 7.1 (High-Level Backup/Starter Upside - Third Round) | COMPARABLE GRADE: S Cole Bishop, Utah (7.5 in 2024), S Nick Cross, Maryland (7.4 in 2022), S Malachi Moore, Alabama (7.3 in 2025) | OVERALL RANK: 102 | POSITION RANK: S11 | PRO COMPARISON: Geno Stone | TOP NEWS | NFL Not Investigating Mike Vrabel | Jeremiyah Love on Giants' Radar | Mock NFL Expansion Draft 📋","Height: 5'11"" Weight: 191 Hand Size: 9 ⅞"" Arm Length: 29 ½"" Wingspan: N/A 40-yard dash: N/A 10-yard split: N/A Vertical: N/A Broad: N/A 3 cone: N/A Shuttle: N/A Bench: N/A","7.1 (High-Level Backup/Starter Upside - Third Round)","S Cole Bishop, Utah (7.5 in 2024), S Nick Cross, Maryland (7.4 in 2022), S Malachi Moore, Alabama (7.3 in 2025)","102","S11","Geno Stone","5'11"" Weight: 191 Hand Size: 9 ⅞"" Arm Length: 29 ½"" Wingspan: N/A 40-yard dash: N/A 10-yard split: N/A Vertical: N/A Broad: N/A 3 cone: N/A Shuttle: N/A Bench: N/A","191 Hand Size: 9 ⅞"" Arm Length: 29 ½"" Wingspan: N/A 40-yard dash: N/A 10-yard split: N/A Vertical: N/A Broad: N/A 3 cone: N/A Shuttle: N/A Bench: N/A","9 ⅞"" Arm Length: 29 ½"" Wingspan: N/A 40-yard dash: N/A 10-yard split: N/A Vertical: N/A Broad: N/A 3 cone: N/A Shuttle: N/A Bench: N/A","29 ½"" Wingspan: N/A 40-yard dash: N/A 10-yard split: N/A Vertical: N/A Broad: N/A 3 cone: N/A Shuttle: N/A Bench: N/A","N/A 40-yard dash: N/A 10-yard split: N/A Vertical: N/A Broad: N/A 3 cone: N/A Shuttle: N/A Bench: N/A",NA,NA,"N/A Broad: N/A 3 cone: N/A Shuttle: N/A Bench: N/A","N/A 3 cone: N/A Shuttle: N/A Bench: N/A",NA,"N/A Bench: N/A","N/A"
"73","https://bleacherreport.com/articles/25261690-nfl-draft-2026-scouting-report-iowa-state-dl-domonique-orange","NFL Draft 2026 Scouting Report for Iowa State DL Domonique Orange","NFL Draft 2026 Scouting Report for Iowa State DL Domonique Orange","Domonique Orange",NA,"- Thick build and good size for an NFL nose tackle. | - Good initial quickness to get penetration when shooting gaps. | - Impressive pop in Orange's hands, with accompanying upper body strength, to generate knockback power and reset the line of scrimmage when taking on blocks. | - Plays with good pad-level and attacks the man he's lined up across to help stay in his gap assignment when taking on double-team blocks. | - Runs his feet to help avoid getting reached or scooped. | - Can make tackles with offensive linemen hanging onto him. | - Active hands as a pass-rusher.","- Orange has room for improvement when it comes to disengaging and escaping from blocks. | - Struggles to break down in the backfield and often runs too far up the field upon gaining penetration. | - Plays with a narrow base, which can get him in trouble against combo blocks if the offensive linemen can survive initial contact. | - Minimal pass-rush production. Orange isn't an effective bull-rusher to consistently collapse the pocket. Projects as a two-down player at the next level. | Grade, Rank, and Pro Comparison | .css-1582m2i{margin:0;font:inherit;font-weight:700;}GRADE: 7.3 (High-Level Backup/Starter Upside — 3rd Round) | COMPARABLE GRADE: Bobby Brown III, Texas A&M (7.2 in 2021), Perrion Winfrey, Oklahoma (7.2 in 2022), Mazi Smith, Michigan (7.3 in 2023) | OVERALL RANK: 79 | POSITION RANK: DL7 | PRO COMPARISON: T.J. Slaton",NA,"Height: 6'2"" Weight: 322 Hand: 10¼"" Arm: 33⅝"" Wingspan: N/A | 40-Yard Dash: N/A 10-Yard Split: N/A 3-Cone: N/A Shuttle: N/A Vertical: N/A Broad: N/A","7.3 (High-Level Backup/Starter Upside — 3rd Round)","Bobby Brown III, Texas A&M (7.2 in 2021), Perrion Winfrey, Oklahoma (7.2 in 2022), Mazi Smith, Michigan (7.3 in 2023)","79","DL7","T.J. Slaton","6'2"" Weight: 322 Hand: 10¼"" Arm: 33⅝"" Wingspan: N/A","322 Hand: 10¼"" Arm: 33⅝"" Wingspan: N/A",NA,NA,"N/A","N/A 10-Yard Split: N/A 3-Cone: N/A Shuttle: N/A Vertical: N/A Broad: N/A","N/A 3-Cone: N/A Shuttle: N/A Vertical: N/A Broad: N/A","N/A Broad: N/A","N/A","N/A Shuttle: N/A Vertical: N/A Broad: N/A","N/A Vertical: N/A Broad: N/A",NA
"74","https://bleacherreport.com/articles/25297868-nfl-draft-2026-scouting-report-penn-state-rb-kaytron-allen","NFL Draft 2026 Scouting Report for Penn State RB Kaytron Allen","NFL Draft 2026 Scouting Report for Penn State RB Kaytron Allen","Kaytron Allen",NA,"- Allen is a scheme-versatile runner. He executes both gap and zone rushing concepts. He possesses great patience to press the line of scrimmage before declaring which lane he will choose. His vision guides him to daylight as he follows the lead blockers. | - He's equipped with a powerful and dense build suited for contact between the tackles. Allen is a physical runner who powers through tackles for extra yards. He runs with a forward lean, which causes him to fall forward upon contact. | - He displays quicker feet than expected. Allen can weave through congestion in the box to get into open space. He possesses enough acceleration to get to top speed quickly and rumble through the defense at full speed. | - Although he is not the workhorse back and has operated in a timeshare backfield, Allen puts points on the board. He has 36 rushing touchdowns in his career. Teams that need a running back suited for the red zone and to operate their eight-minute offense with a lead in the 4th quarter, Allen is the guy.","- Allen is a big, stout running back, but he is a limited athlete. He lacks breakaway speed to generate explosive plays on the ground or in the air. He is quicker than fast. | - His receiving skill set is limited to screens and shallow checkdowns. Allen does not possess the athleticism to run an expanded route tree. | - As a result of his limited athletic profile, Allen's ceiling will be capped. He will be viewed as an early down runner but offers little value in the passing game. | Grade, Rank, and Pro Comparison | .css-1582m2i{margin:0;font:inherit;font-weight:700;}GRADE: 7.51 (Key Contributor — 2nd Round) | COMPARABLE GRADE: Tyler Allgeier (7.2 in 2022), Kyren Williams (7.1 in 2022), Zach Evans (7.1 in 2023) | OVERALL RANK: 61 | POSITION RANK: RB4 | PRO COMPARISON: Rhamondre Stevenson",NA,"Height: 5'11"" Weight: 216 HAND: 9½"" Arm: 29 ½,"" Vertical Jump: N/A 40-Yard DASH: N/A Broad Jump: N/A 3-Cone Drill: N/A 20-Yard Shuttle: N/A Bench Press: N/A","7.51 (Key Contributor — 2nd Round)","Tyler Allgeier (7.2 in 2022), Kyren Williams (7.1 in 2022), Zach Evans (7.1 in 2023)","61","RB4","Rhamondre Stevenson","5'11"" Weight: 216 HAND: 9½"" Arm: 29 ½,"" Vertical Jump: N/A 40-Yard DASH: N/A Broad Jump: N/A 3-Cone Drill: N/A 20-Yard Shuttle: N/A Bench Press: N/A","216 HAND: 9½"" Arm: 29 ½,"" Vertical Jump: N/A 40-Yard DASH: N/A Broad Jump: N/A 3-Cone Drill: N/A 20-Yard Shuttle: N/A Bench Press: N/A",NA,NA,NA,NA,NA,NA,NA,NA,"N/A Bench Press: N/A",NA
"75","https://bleacherreport.com/articles/25361369-nfl-draft-2026-scouting-report-miami-ot-markel-bell","NFL Draft 2026 Scouting Report for Miami OT Markel Bell","NFL Draft 2026 Scouting Report for Miami OT Markel Bell","Markel Bell",NA,"— Fluid mover with good redirect skills for a gargantuan tackle prospect. | — Premier length. Bell has gotten progressively better at weaponizing his length with independent strikes that keep him in-phase against counter-moves. | — Brings his feet with him in the run game to create torque and alleys on frontside kick-outs, down-blocks and double-team feeds. | — Has made significant strides with his technique and been on an upwards trajectory since arriving at Miami.","— Height and upright playing style make him vulnerable to the forklift technique from defenders working underneath his pads to pry him open, thus negating his size advantage. | — Susceptible to biting on inside-out stutters into high-side rushes, thus giving up short corners.",".css-1582m2i{margin:0;font:inherit;font-weight:700;}GRADE: 7.3 (High-Level Backup/Starter Upside - Round 3) | COMPARABLE GRADE: Cameron Williams (7.3 in 2025), Dawand Jones (7.6 in 2023), Larnel Coleman (6.8 in 2021) | OVERALL RANK: 79 | POSITION RANK: OT7 | PRO COMPARISON: King Dunlap | TOP NEWS | Mock NFL Expansion Draft 📋 | Report: Falcons, Jags Make DT Trade | Every Team's Ideal 1st-Round Pick 👌","Height: 6'9"" Weight: 346 Arm: 36 ⅜"" Hand: 9"" | 40-Yard Dash: 5.36 10-Yard Split: 1.84 Vertical: NA Broad: NA Shuttle: NA 3-Cone: NA Bench: NA","7.3 (High-Level Backup/Starter Upside - Round 3)","Cameron Williams (7.3 in 2025), Dawand Jones (7.6 in 2023), Larnel Coleman (6.8 in 2021)","79","OT7","King Dunlap","6'9"" Weight: 346 Arm: 36 ⅜"" Hand: 9""","346 Arm: 36 ⅜"" Hand: 9""",NA,NA,NA,"5.36 10-Yard Split: 1.84 Vertical: NA Broad: NA Shuttle: NA 3-Cone: NA Bench: NA","1.84 Vertical: NA Broad: NA Shuttle: NA 3-Cone: NA Bench: NA","NA Broad: NA Shuttle: NA 3-Cone: NA Bench: NA","NA Shuttle: NA 3-Cone: NA Bench: NA","NA Bench: NA","NA 3-Cone: NA Bench: NA","NA"
"76","https://bleacherreport.com/articles/25261646-nfl-draft-2026-scouting-report-penn-state-edge-dani-dennis-sutton","NFL Draft 2026 Scouting Report for Penn State Edge Dani Dennis-Sutton","NFL Draft 2026 Scouting Report for Penn State Edge Dani Dennis-Sutton","Dani Dennis-Sutton",NA,"- Good size and has long arms. Looks the part of an NFL defensive end. | - Quick to shoot his hands and take on blocks, while also showing impressive upper-body strength to get extension and set the edge. Dennis-Sutton physically dominates tight ends, too. | - Solid when taking on pullers, either getting underneath them as the spill player or creating a stalemate as the force player. | - Decent at shedding and getting off blocks to make tackles against the run. | - Solid power-rusher with a decent long-arm to occasionally collapse the pocket. | - Also showed solid hand-swipe and a rip move to win when working around the edge. Dennis-Sutton displays a good motor to generate coverage sacks.","- Lacks twitch and displays subpar athleticism. | - Heavy-footed and isn't explosive off the snap. Dennis-Sutton doesn't threaten offensive tackles with speed as an edge-rusher. | - Bend is below-average to turn tight corners. Combined with his lack of quick-twitch fibers, his makeup limits the ability to make backside tackles when unblocked. | - Struggles to break down in the backfield. His subpar athletic ability will cause him to miss sacks and let mobile quarterbacks escape the pocket. | - Needs to improve his rotational strength and avoid getting his shoulders turned against combo/scoop blocks. | Grade, Rank, and Pro Comparison | .css-1582m2i{margin:0;font:inherit;font-weight:700;}GRADE: 7.3 (High-Level Backup/Starter Upside — 3rd Round) | COMPARABLE GRADE: Jack Sawyer, Ohio State (7.3 in 2025), Isaiah Foskey, Notre Dame (7.4 in 2023), Dayo Odeyingbo, Vanderbilt (7.4 in 2021) | OVERALL RANK: 81 | POSITION RANK: EDGE11 | PRO COMPARISON: Dorance Armstrong",NA,"Height: 6'5"" Weight: 256 Hand: 10⅛"" Arm: 33⅜"" Wingspan: N/A | 40-Yard Dash: 4.63 10-Yard Split: 1.63 3-Cone: 6.90 Shuttle: N/A Vertical: 39.5"" Broad: 10'11""","7.3 (High-Level Backup/Starter Upside — 3rd Round)","Jack Sawyer, Ohio State (7.3 in 2025), Isaiah Foskey, Notre Dame (7.4 in 2023), Dayo Odeyingbo, Vanderbilt (7.4 in 2021)","81","EDGE11","Dorance Armstrong","6'5"" Weight: 256 Hand: 10⅛"" Arm: 33⅜"" Wingspan: N/A","256 Hand: 10⅛"" Arm: 33⅜"" Wingspan: N/A",NA,NA,"N/A","4.63 10-Yard Split: 1.63 3-Cone: 6.90 Shuttle: N/A Vertical: 39.5"" Broad: 10'11""","1.63 3-Cone: 6.90 Shuttle: N/A Vertical: 39.5"" Broad: 10'11""","39.5"" Broad: 10'11""","10'11""","6.90 Shuttle: N/A Vertical: 39.5"" Broad: 10'11""","N/A Vertical: 39.5"" Broad: 10'11""",NA
"77","https://bleacherreport.com/articles/25251782-nfl-draft-2026-scouting-report-texas-lb-anthony-hill-jr","NFL Draft 2026 Scouting Report for Texas LB Anthony Hill Jr.","NFL Draft 2026 Scouting Report for Texas LB Anthony Hill Jr.","Anthony Hill Jr.",NA,"- Good size with a thick build and carries his frame well with no bad weight. Also, appears to have good arm length. | - Quick to key and diagnose running plays, constantly putting himself in a position to take on blocks or shoot gaps. Instinctual, consistently in the right spot and/or around the ball. Sniffs out screens well, too. | - Shown impressive lateral quickness and movement skills to move gap-to-gap on the second level or slip blocks with a shoulder dip move. | - Takes on blocks with his hands and has some upper body strength and the arm length to get extension against offensive linemen. | - Sure tackler who wraps up and rarely misses, long arms also increase his tackle radius. | - Still young, will be 21 years old on Feb. 14.","- Doesn't make much of an impact in coverage, primarily just a spot-dropper in zone coverage. | - Shown some hip stiffness, impacting his ability to turn and run when playing Cover 2 or stay in phase against running backs on choice routes. | - Questionable eyes in zone coverage, will get caught staring into the backfield and doesn't locate threats coming into his area well. | - Hasn't shown the ability to consistently stack and shed as a run defender. | - Tackles high which can lead to extra yards after contact from physical running backs. | Grade, Rank, and Pro Comparison | .css-1582m2i{margin:0;font:inherit;font-weight:700;}GRADE: 7.4 (High-Level Backup/Starter Upside — 3rd Round) | COMPARABLE GRADE: Pete Werner, Ohio State (7.5 in 2021), Nick Bolton, Missouri (7.5 in 2021), Quay Walker, Georgia (7.6 in 2022) | OVERALL RANK: 72 | POSITION RANK: LB6 | PRO COMPARISON: Kenneth Murray",NA,"Height: 6'3"" Weight: 238 Hand: 9⅝"" Arm: 32⅜"" Wingspan: 79"" | 40-Yard Dash: 4.51 10-Yard Split: 1.58 3-Cone: N/A Shuttle: N/A Vertical: 37"" Broad: 10'5""","7.4 (High-Level Backup/Starter Upside — 3rd Round)","Pete Werner, Ohio State (7.5 in 2021), Nick Bolton, Missouri (7.5 in 2021), Quay Walker, Georgia (7.6 in 2022)","72","LB6","Kenneth Murray","6'3"" Weight: 238 Hand: 9⅝"" Arm: 32⅜"" Wingspan: 79""","238 Hand: 9⅝"" Arm: 32⅜"" Wingspan: 79""",NA,NA,"79""","4.51 10-Yard Split: 1.58 3-Cone: N/A Shuttle: N/A Vertical: 37"" Broad: 10'5""","1.58 3-Cone: N/A Shuttle: N/A Vertical: 37"" Broad: 10'5""","37"" Broad: 10'5""","10'5""","N/A Shuttle: N/A Vertical: 37"" Broad: 10'5""","N/A Vertical: 37"" Broad: 10'5""",NA
"78","https://bleacherreport.com/articles/25316391-nfl-draft-2026-scouting-report-georgia-cb-daylen-everette","NFL Draft 2026 Scouting Report for Georgia CB Daylen Everette","NFL Draft 2026 Scouting Report for Georgia CB Daylen Everette","Daylen Everette",NA,"— With a prototypical NFL build, Everette has the size and length to contribute on the boundary with deep speed, foot quickness, and physicality to match. He uses his length to throw off timing and impact the catch point. | — He's an effective press man cover corner who showcases patience and jam technique to stay in phase. His mirroring ability and hip fluidity keep him right in hip pockets on route breaks and down the field. | — Closing speed shows up on route breaks and as a blitzer. He hides his intentions well and can cover ground in a hurry to impact the quarterback or at the catch point. | — He can stay on top of receivers and play trail technique adequately while using his deceleration ability to come back on comeback routes. Shows a wide range of man coverage techniques.","—Everette's zone instincts are a work in progress, and keep him a second slow to the football. He needs to see route combinations better and match them to the quarterback to speed up his process. | — In off coverage, his eyes wander and linger too long. Making him slower in reacting to plays, while looking far less comfortable in space with his movements. | — Overall consistency needs to be cleaned up, and the effort in the run game comes into question. His length allows him to wrap up well, but his pursuit angles and being too patient leave him diving at feet and missing tackles.",".css-1582m2i{margin:0;font:inherit;font-weight:700;}GRADE: 7.3 (High-Level Backup/Starter Upside — 3rd Round) | COMPARABLE GRADE: CB Zy Alexander, LSU (7.3 in 2025), CB Max Melton, Rutgers (7.2 in 2024), CB Tariq Woolen, UTSA (7.2 in 2022) | OVERALL RANK: 83 | POSITION RANK: CB12 | PRO COMPARISON: Deonte Banks | TOP NEWS | NFL Not Investigating Mike Vrabel | Jeremiyah Love on Giants' Radar | Mock NFL Expansion Draft 📋","Height: 6'1 ¼"" Weight: 196 Hand Size: 9 ⅝"" Arm Length: 31 ⅞"" Wingspan: N/A 40-yard dash: 4.38 10-yard split: 1.54 Vertical: 37.5"" Broad: 10'4"" 3 cone: N/A Shuttle: N/A Bench: N/A","7.3 (High-Level Backup/Starter Upside — 3rd Round)","CB Zy Alexander, LSU (7.3 in 2025), CB Max Melton, Rutgers (7.2 in 2024), CB Tariq Woolen, UTSA (7.2 in 2022)","83","CB12","Deonte Banks","6'1 ¼"" Weight: 196 Hand Size: 9 ⅝"" Arm Length: 31 ⅞"" Wingspan: N/A 40-yard dash: 4.38 10-yard split: 1.54 Vertical: 37.5"" Broad: 10'4"" 3 cone: N/A Shuttle: N/A Bench: N/A","196 Hand Size: 9 ⅝"" Arm Length: 31 ⅞"" Wingspan: N/A 40-yard dash: 4.38 10-yard split: 1.54 Vertical: 37.5"" Broad: 10'4"" 3 cone: N/A Shuttle: N/A Bench: N/A","9 ⅝"" Arm Length: 31 ⅞"" Wingspan: N/A 40-yard dash: 4.38 10-yard split: 1.54 Vertical: 37.5"" Broad: 10'4"" 3 cone: N/A Shuttle: N/A Bench: N/A","31 ⅞"" Wingspan: N/A 40-yard dash: 4.38 10-yard split: 1.54 Vertical: 37.5"" Broad: 10'4"" 3 cone: N/A Shuttle: N/A Bench: N/A","N/A 40-yard dash: 4.38 10-yard split: 1.54 Vertical: 37.5"" Broad: 10'4"" 3 cone: N/A Shuttle: N/A Bench: N/A",NA,NA,"37.5"" Broad: 10'4"" 3 cone: N/A Shuttle: N/A Bench: N/A","10'4"" 3 cone: N/A Shuttle: N/A Bench: N/A",NA,"N/A Bench: N/A","N/A"
"79","https://bleacherreport.com/articles/25262493-nfl-draft-2026-scouting-report-louisville-wr-chris-bell","NFL Draft 2026 Scouting Report for Louisville WR Chris Bell","NFL Draft 2026 Scouting Report for Louisville WR Chris Bell","Chris Bell",NA,"- Bell is a powerful pass-catcher who welcomes contact. He possesses a physical and dense frame, allowing him to pinball off would-be tackles in space. He is a glue-guy receiver who is fearless working in the middle of the defense, where the linebackers roam. | - He is an explosive athlete after the catch. When Bell secures a pass in the open field, he shifts gears quickly and erases pursuit angles. He displays strong spatial awareness during the transition from receiver to runner. | - He is best-used as an in-breaking route runner. Bell excels at locating and occupying free space in the middle of the field. He decelerates well to hit his landmarks on time for his quarterback. Bell can dominate as a between-the-hashes receiver. | - Bell plays to his strong frame when attacking the football in contested situations. He makes combat or collision catches with defenders, initiating contact with his body. He possesses good ball skills and hand-eye coordination, allowing him to track the ball effectively before making a play on it. Bell has outstanding body control to decelerate and adjust to the ball's trajectory, such as back-shoulder fades and underthrown passes. | - His alignment versatility will assist the offense in manufacturing advantageous matchups to exploit. He presents a difficult matchup for small nickel corners to cover with a two-way go out of the slot. | - Bell displays good football IQ. He comprehends how to attack different coverages. He locates and attacks Cover 3/bail-technique cornerbacks' blind spot. He pushes corners off the ball before working across their face on in-breaking routes.","- Bell is not a natural hands-catcher. He has moments of double-catching passes and trapping them into his pads. This can be an issue against the active-handed NFL cornerbacks who will punch through the receiver's hands. | - He displays lateral rigidness within his release package at the line of scrimmage. This causes limitations in defeating press coverage quickly. | - He can benefit from better run blocking technique and effectiveness on the perimeter. | - He is a solid route-runner, but needs to improve his ability to separate from man coverage. Handsy and physical cornerbacks are difficult to disengage from in the contact window.",NA,"Height: 6'2"" Weight: 222 HAND: 10"" Arm: 31¾"" | 40-Yard DASH: N/A Vertical Jump: N/A Broad Jump: N/A 3-Cone Drill: N/A 20-Yard Shuttle: N/A Bench Press: N/A","7.80 (Key Contributor — 2nd Round)","Ricky Pearsall (7.2 in 2024), Adonai Mitchell (7.3 in 2024), Ladd McConkey (7.3 in 2024)","35","WR8","Xavier Legette","6'2"" Weight: 222 HAND: 10"" Arm: 31¾""","222 HAND: 10"" Arm: 31¾""",NA,NA,NA,NA,NA,NA,NA,NA,"N/A Bench Press: N/A",NA
"80","https://bleacherreport.com/articles/25260922-nfl-draft-2026-scouting-report-notre-dame-te-eli-raridon","NFL Draft 2026 Scouting Report for Notre Dame TE Eli Raridon","NFL Draft 2026 Scouting Report for Notre Dame TE Eli Raridon","Eli Raridon",NA,"— Raridon's combination of vertical speed and size make him an easy target over the middle of the field. He can stretch the field for an offense and create explosives. | — Builds his route stem manipulation tactics with speed dialation and leverage understanding. He moves defenders where he wants and gets into space. | — He breaks off routes at the proper depth and with good timing regularly. The ability to play on time within the offensive structure is critical at the next level. | — He possesses three-down ability and positional versatility from the tight end position. He's a willing and effective blocker with a good understanding of run blocks and timing.","— Raridon needs to continue developing his technique as a blocker. With his height, getting outleveraged is the battle, and staying low and keeping his hands inside will improve connectivity. | — He's a limited linear athlete who struggles to make defenders miss in the short area. Changing direction and getting upfield from a linear route takes too long. | — While he plays with good timing at the top of routes, improving hand usage and intention will create more separation on in breaking routes and curls.",".css-1582m2i{margin:0;font:inherit;font-weight:700;}GRADE: 7.2 (Third round - High-Level Backup/Starter Upside) | COMPARABLE GRADE: Trey McBride, Colorado State (7.3 in 2022), Hunter Long, Boston College (7.3 in 2021), Cade Stover, Ohio State (7.2 in 2024) | OVERALL RANK: 86 | POSITION RANK: TE4 | PRO COMPARISON: Kyle Rudolph-lite | TOP NEWS | Mock NFL Expansion Draft 📋 | Breaking News | Every Team's Ideal 1st-Round Pick 👌","Height: 6'6"" Weight: 245 Hand Size: 10 ¾"" Arm Length: 32 ¾"" Wingspan: N/A 40-yard dash: 4.62 10-yard split: 1.6 Vertical: 36"" Broad: 10'3"" 3 cone: N/A Shuttle: N/A Bench: 20","7.2 (Third round - High-Level Backup/Starter Upside)","Trey McBride, Colorado State (7.3 in 2022), Hunter Long, Boston College (7.3 in 2021), Cade Stover, Ohio State (7.2 in 2024)","86","TE4","Kyle Rudolph-lite","6'6"" Weight: 245 Hand Size: 10 ¾"" Arm Length: 32 ¾"" Wingspan: N/A 40-yard dash: 4.62 10-yard split: 1.6 Vertical: 36"" Broad: 10'3"" 3 cone: N/A Shuttle: N/A Bench: 20","245 Hand Size: 10 ¾"" Arm Length: 32 ¾"" Wingspan: N/A 40-yard dash: 4.62 10-yard split: 1.6 Vertical: 36"" Broad: 10'3"" 3 cone: N/A Shuttle: N/A Bench: 20","10 ¾"" Arm Length: 32 ¾"" Wingspan: N/A 40-yard dash: 4.62 10-yard split: 1.6 Vertical: 36"" Broad: 10'3"" 3 cone: N/A Shuttle: N/A Bench: 20","32 ¾"" Wingspan: N/A 40-yard dash: 4.62 10-yard split: 1.6 Vertical: 36"" Broad: 10'3"" 3 cone: N/A Shuttle: N/A Bench: 20","N/A 40-yard dash: 4.62 10-yard split: 1.6 Vertical: 36"" Broad: 10'3"" 3 cone: N/A Shuttle: N/A Bench: 20",NA,NA,"36"" Broad: 10'3"" 3 cone: N/A Shuttle: N/A Bench: 20","10'3"" 3 cone: N/A Shuttle: N/A Bench: 20",NA,"N/A Bench: 20","20"
"81","https://bleacherreport.com/articles/25308282-nfl-draft-2026-scouting-report-arkansas-rb-mike-washington-jr","NFL Draft 2026 Scouting Report for Arkansas RB Mike Washington Jr.","NFL Draft 2026 Scouting Report for Arkansas RB Mike Washington Jr.","Mike Washington Jr.",NA,"- Washington Jr. has a muscle-bound frame equipped to absorb the physicality that comes with playing running back. | - He has a downhill punishing running style. He runs with aggression and wants to impose his will on closing defenders in space. He runs behind his pad with a strong forward lean, then falls forward after contact. | - The Razorbacks' leading rusher hits open lanes with decisiveness and quickness to maximize the blocking from his offensive line. Getting downhill with momentum allows him to put pressure on the defense to match his physicality. | - Washington Jr.'s stop/start ability freezes defenders and will throw them off balance. He is surprisingly agile for his size. He deploys quick jump cuts at or behind the line of scrimmage to negotiate quick backfield penetration. | - He plays with good acceleration through rushing lanes and reaches top speed quickly. Washington Jr. can outrun defenders once he's in the open field.","- Washington Jr.'s physical play style has led to ball security issues. Over his career, he has ten fumbles. Prioritizing the protection of the football at the POA will be paramount to staying on the field. | - As a result of his muscle-bound frame, there is some rotational hip stiffness that limits sudden movement changes. Issues are running wide zone where he is expected to attack the perimeter and cut upfield with suddenness. | - His pass protection technique is unrefined. He plays with the necessary power in pass pro, but lacks the technique. Washington Jr. tends to bend at the waist and lunge forward to make contact. If he learns to shoot with his hands and anchor with balance, it will increase his argument for playing time. | - Arkansas's leading rusher is a functional receiver out of the backfield, but he does not have a wide route tree. | Grade, Rank, and Pro Comparison | .css-1582m2i{margin:0;font:inherit;font-weight:700;}GRADE: 7.71 (Key Contributor — 2nd Round) | COMPARABLE GRADE: Kylin Hill (7.2 in 2021), Trey Sermon (7.1 in 2021), Zach Evans (7.1 in 2023) | OVERALL RANK: 38 | POSITION RANK: RB3 | PRO COMPARISON: Chris Carson",NA,"Height: 6'1"" Weight: 223 HAND: 9¼"" Arm: 33 ⅝"" | Vertical Jump: 39"" 40-Yard DASH: 4.33"" Broad Jump: 10'8"" 3-Cone Drill: N/A 20-Yard Shuttle: N/A Bench Press: N/A","7.71 (Key Contributor — 2nd Round)","Kylin Hill (7.2 in 2021), Trey Sermon (7.1 in 2021), Zach Evans (7.1 in 2023)","38","RB3","Chris Carson","6'1"" Weight: 223 HAND: 9¼"" Arm: 33 ⅝""","223 HAND: 9¼"" Arm: 33 ⅝""",NA,NA,NA,NA,NA,NA,NA,NA,"N/A Bench Press: N/A",NA
