Player Name,Position,College,consensus,beast_grade,br_article_grade,br_pro_comparison,p_real_contract,p_practice_only,p_out_of_league,sc_prediction,p_mocked_higher,p_mocked_near_consensus,p_mocked_lower,draft_prediction,text_source,has_br,has_pff
Aidan Hubbard,EDGE,Northwestern,351,6th-7th round,,,8.9,62.6,28.5,practice_only,68.7,7.6,23.7,mocked_higher,beast,False,False
Miles Scott,S,Illinois,352,Free Agent,,,5.4,48.5,46.1,practice_only,4.3,2.1,93.7,mocked_lower,beast,False,False
Mark Gronowski,QB,Iowa,353,7th round-​,,,16.4,72.5,11.1,practice_only,29.0,9.6,61.5,mocked_lower,beast,False,False
Trebor Pena,WR,Penn State,356,Free Agent,,,6.8,69.3,23.9,practice_only,9.3,4.9,85.8,mocked_lower,beast,False,False
Wesley Bissainthe,LB,Miami (FL),358,Free Agent,,,7.8,72.9,19.3,practice_only,20.4,2.1,77.5,mocked_lower,beast,False,False
Tristan Leigh,OT,Clemson,363,Free Agent,,,10.4,44.9,44.7,practice_only,5.1,3.9,91.0,mocked_lower,beast,False,False
Skyler Thomas,S,Oregon State,364,7th round,,,35.8,39.0,25.3,practice_only,26.9,8.7,64.4,mocked_lower,beast,False,False
Will Pauling,WR,Notre Dame,367,Free Agent,,,6.0,67.4,26.5,practice_only,15.6,4.2,80.2,mocked_lower,beast,False,False
Delby Lemieux,IOL,Dartmouth,368,Free Agent,5.3 (UDFA with Roster Potential — UDFA),Nick Zakelj,8.4,40.7,50.9,out_of_league,3.0,1.0,96.0,mocked_lower,beast,True,False
Miles Kitselman,TE,Tennessee,371,7th round-​,,,7.7,57.0,35.3,practice_only,6.2,2.5,91.4,mocked_lower,beast,False,False
Donaven Mcculley,WR,Michigan,372,Free Agent,,,18.2,64.9,17.0,practice_only,74.8,0.8,24.4,mocked_higher,beast,False,False
Tyre West,EDGE,Tennessee,373,7th round,,,24.2,52.2,23.6,practice_only,10.4,3.1,86.5,mocked_lower,beast,False,False
Romello Brinson,WR,SMU,374,Free Agent,,,8.8,54.8,36.4,practice_only,8.1,2.8,89.1,mocked_lower,beast,False,False
Aaron Hall,DL,Duke,376,Free Agent,,,9.5,67.7,22.8,practice_only,7.2,2.8,90.1,mocked_lower,beast,False,False
Ahmari Harvey,CB,Georgia Tech,377,7th round-​,,,1.7,65.5,32.8,practice_only,65.0,1.6,33.3,mocked_higher,beast,False,False
Chris Hilton,WR,LSU,379,Free Agent,,,16.0,48.7,35.3,practice_only,6.4,1.9,91.7,mocked_lower,beast,False,False
Austin Brown,S,Wisconsin,380,7th round-Free,,,13.2,43.0,43.8,out_of_league,9.3,6.2,84.5,mocked_lower,beast,False,False
Declan Williams,LB,Incarnate Word,384,7th round,,,12.2,47.1,40.7,practice_only,5.6,6.1,88.4,mocked_lower,beast,False,False
Brent Austin,CB,California,388,Free Agent,,,24.3,63.5,12.2,practice_only,17.6,8.2,74.2,mocked_lower,beast,False,False
Zach Durfee,EDGE,Washington,392,7th round-​,,,6.8,41.9,51.3,out_of_league,5.8,5.3,88.9,mocked_lower,beast,False,False
Namdi Obiazor,LB,TCU,398,7th round-​,,,5.2,61.3,33.5,practice_only,87.7,0.3,12.0,mocked_higher,beast,False,False
Dillon Wade,IOL,Auburn,399,7th round-​,,,11.9,62.4,25.7,practice_only,39.2,4.2,56.6,mocked_lower,beast,False,False
Kapena Gushiken,S,Mississippi,400,Free Agent,,,5.1,59.3,35.6,practice_only,5.9,4.4,89.7,mocked_lower,beast,False,False
Cash Jones,RB,Georgia,401,Free Agent,,,13.2,50.8,35.9,practice_only,15.1,2.8,82.1,mocked_lower,beast,False,False
Seydou Traore,TE,Mississippi State,409,7th round-​,,,7.9,50.3,41.8,practice_only,5.1,4.1,90.7,mocked_lower,beast,False,False
Chris Adams,IOL,Memphis,413,Free Agent,,,9.1,41.3,49.5,out_of_league,72.0,0.8,27.2,mocked_higher,beast,False,False
Jackie Marshall,DL,Baylor,416,7th round,,,16.6,73.2,10.3,practice_only,20.4,18.3,61.3,mocked_lower,beast,False,False
Cian Slone,EDGE,NC State,417,7th round-​,,,41.2,41.3,17.6,practice_only,36.1,6.9,57.0,mocked_lower,beast,False,False
Tyreek Chappell,CB,Texas A&M,433,Free Agent,,,11.9,47.0,41.1,practice_only,3.7,1.3,95.0,mocked_lower,beast,False,False
Gary Smith,DL,UCLA,439,7th round,,,2.8,26.0,71.3,out_of_league,52.3,3.5,44.2,mocked_higher,beast,False,False
David Blay,DL,Miami (FL),444,Free Agent,,,5.1,74.5,20.4,practice_only,5.2,3.0,91.9,mocked_lower,beast,False,False
James Neal,IOL,Iowa State,446,Free Agent,,,4.3,53.4,42.4,practice_only,13.9,8.5,77.7,mocked_lower,beast,False,False
Kolbey Taylor,CB,Vanderbilt,464,Free Agent,,,11.6,63.4,25.0,practice_only,5.1,3.5,91.4,mocked_lower,beast,False,False
Jaren Kump,IOL,Utah,466,Free Agent,,,6.3,60.4,33.2,practice_only,11.0,3.9,85.1,mocked_lower,beast,False,False
Jalen Walthall,WR,Incarnate Word,469,7th round-​,,,20.1,53.6,26.3,practice_only,79.7,1.9,18.5,mocked_higher,beast,False,False
Maverick McIvor,QB,Western Kentucky,474,Free Agent,,,10.3,68.5,21.2,practice_only,14.2,5.5,80.4,mocked_lower,beast,False,False
Jeadyn Lukus,CB,Clemson,479,Free Agent,,,23.7,45.3,31.0,practice_only,12.7,1.4,85.8,mocked_lower,beast,False,False
West Weeks,LB,LSU,482,Free Agent,,,9.1,64.8,26.2,practice_only,4.1,1.4,94.5,mocked_lower,beast,False,False
Jalen McMurray,CB,Tennessee,485,Free Agent,,,9.5,58.9,31.6,practice_only,4.7,2.4,93.0,mocked_lower,beast,False,False
Dasan McCullough,EDGE,Nebraska,528,Free Agent,,,12.5,58.7,28.9,practice_only,3.2,2.6,94.1,mocked_lower,beast,False,False
Tywone Malone,DL,Ohio State,604,Free Agent,,,5.3,53.1,41.6,practice_only,5.1,3.7,91.1,mocked_lower,beast,False,False
Khordae Sydnor,EDGE,Vanderbilt,643,Free Agent,,,8.1,46.9,45.0,practice_only,5.8,6.1,88.1,mocked_lower,beast,False,False
Barika Kpeenu,RB,North Dakota State,645,Free Agent,,,6.5,71.2,22.4,practice_only,7.3,5.7,87.0,mocked_lower,beast,False,False
Jordan White,IOL,Vanderbilt,686,Free Agent,,,36.5,43.5,19.9,practice_only,14.1,4.4,81.5,mocked_lower,beast,False,False
Nick Dawkins,IOL,Penn State,692,Free Agent,,,3.2,62.6,34.1,practice_only,3.3,3.5,93.2,mocked_lower,beast,False,False
