player_name,position,college,consensus,text_source,sc_prediction,p_cornerstone,p_53_man,p_roster_bubble,p_out_of_league,sc_top_words,sc_words_against,sc_feat_consensus,sc_feat_round,sc_feat_position,sc_feat_beast_rank,sc_feat_text_length,sc_top_measurable,sc_top_measurable_contrib,draft_prediction,p_slide,p_consensus,p_reach,draft_top_words,draft_words_against,draft_feat_consensus,draft_top_measurable,draft_top_measurable_contrib,pred_apy_pct,pred_apy_pct_lo,pred_apy_pct_hi,p_real_contract,expected_apy_pct,apy_top_words,apy_words_against,apy_feat_consensus,apy_feat_round,apy_feat_beast_rank,apy_top_measurable,apy_top_measurable_contrib
Chris McClellan,DL,Missouri,108,beast,53_man,2.1,63.7,4.8,29.3,long arms(+0.0052) | with his(+0.0046) | in all(+0.0044) | hands(+0.0041) | quickly(+0.0040),blockers(-0.0063) | games(-0.0058) | to create(-0.0047),-0.1063,-0.3969,0.2554,-0.0613,-0.0393,wingspan,-0.4798,consensus,27.7,61.0,11.3,games the(+0.0074) | teams(+0.0071) | tigers(+0.0069) | room(+0.0068) | the tigers(+0.0067),shed(-0.0057) | loses(-0.0051) | to create(-0.0047),0.6615,40yd,0.4227,0.779,0.677,0.88,65.9,0.513,extension(+0.0003) | based(+0.0002) | games(+0.0002) | looks(+0.0002) | the past(+0.0002),recognition(-0.0002) | make plays(-0.0002) | marginal(-0.0002),0.0161,-0.0758,0.0209,hand,-0.0855
JaKobi Lane,WR,USC,109,beast,out_of_league,3.0,26.2,21.5,49.3,out(+0.0040) | will(+0.0040) | defensive backs(+0.0033) | using(+0.0032) | high football(+0.0031),his career(-0.0059) | career(-0.0055) | percent of(-0.0054),-0.1391,1.6566,-0.1719,0.02,0.097,height,0.0,slide,48.8,38.6,12.6,below average(+0.0101) | below(+0.0100) | struggles to(+0.0075) | struggles(+0.0071) | 50(+0.0071),touchdown(-0.0111) | room(-0.0083) | coverages(-0.0074),0.3205,height,0.0,0.747,0.645,0.848,29.2,0.218,percent(+0.0002) | defenders(+0.0001) | just(+0.0001) | room(+0.0001) | for him(+0.0001),routes(-0.0005) | the catch(-0.0003) | catch(-0.0002),0.0159,-0.0758,-0.0126,height,-0.0
Will Lee,CB,Texas A&M,110,beast,53_man,15.7,37.2,23.1,24.0,long arms(+0.0071) | zone(+0.0058) | air(+0.0056) | lead(+0.0049) | arms(+0.0045),make(-0.0036) | himself(-0.0033) | past two(-0.0033),-0.104,-0.3969,-0.1473,0.0186,0.0252,wingspan,-0.5233,slide,91.5,5.5,3.0,press(+0.0083) | press man(+0.0082) | struggles to(+0.0078) | struggles(+0.0074) | too many(+0.0073),lead(-0.0089) | lead to(-0.0086) | where he(-0.0075),0.3171,broad_jump,1.2917,0.802,0.7,0.903,52.9,0.424,allowed(+0.0002) | six(+0.0002) | himself(+0.0002) | the past(+0.0001) | big(+0.0001),air(-0.0004) | the air(-0.0002) | ball carrier(-0.0002),0.0158,-0.0758,-0.0064,wingspan,0.0252
Deontae Lawson,LB,Alabama,111,beast,out_of_league,10.3,33.3,4.5,51.9,acl(+0.0050) | blockers(+0.0043) | alabama(+0.0040) | size(+0.0040) | durability(+0.0035),history(-0.0086) | school history(-0.0073) | in school(-0.0070),-0.1361,1.6566,0.2506,0.01,0.204,40yd,1.1559,consensus,19.8,69.8,10.4,alabama(+0.0088) | weight(+0.0075) | room(+0.0072) | because(+0.0065) | history(+0.0064),font(-0.0094) | grade(-0.0069) | linebacker(-0.0064),0.6406,40yd,0.3862,0.853,0.752,0.954,43.6,0.372,school(+0.0002) | have(+0.0002) | tight ends(+0.0002) | linebacker(+0.0002) | ends(+0.0002),routes(-0.0002) | leading(-0.0002) | because of(-0.0002),0.0156,-0.0758,-0.0064,hand,0.0202
Daylen Everette,CB,Georgia,112,beast,out_of_league,26.9,16.0,23.1,34.0,junior and(+0.0050) | stay(+0.0047) | size(+0.0047) | junior(+0.0045) | jump(+0.0040),needs to(-0.0046) | cover(-0.0045) | needs(-0.0042),-0.1346,1.6566,-0.234,-0.0165,0.0774,wingspan,0.1376,slide,51.2,40.9,7.9,press(+0.0064) | too(+0.0059) | windows(+0.0059) | match(+0.0057) | early(+0.0056),three(-0.0071) | zone(-0.0065) | can get(-0.0060),0.3103,wingspan,0.1579,0.842,0.74,0.943,42.8,0.361,and physicality(+0.0002) | while(+0.0002) | keep(+0.0002) | early(+0.0001) | him(+0.0001),cornerback(-0.0004) | routes(-0.0003) | route(-0.0002),0.0154,-0.0758,0.0104,hand,-0.0415
Cole Payton,QB,North Dakota State,113,beast,53_man,12.3,34.6,28.6,24.6,feel(+0.0040) | which(+0.0039) | only(+0.0037) | wide(+0.0036) | senior bowl(+0.0035),six(-0.0052) | keep(-0.0040) | throws(-0.0040),-0.1007,-0.3969,-0.1868,-0.0798,0.0048,wingspan,-0.3683,consensus,37.3,54.7,8.0,carries(+0.0068) | of high(+0.0057) | behind(+0.0056) | school(+0.0055) | lead(+0.0054),starting(-0.0071) | drive(-0.0070) | throwing(-0.0064),0.6267,broad_jump,0.3374,0.849,0.747,0.95,46.8,0.398,six(+0.0003) | school(+0.0002) | 10(+0.0002) | north(+0.0002) | of high(+0.0001),drive(-0.0003) | throws(-0.0002) | carries(-0.0002),0.0153,-0.0758,0.0272,hand,-0.0605
Brian Parker,OT,Duke,114,beast,53_man,4.6,48.2,7.7,39.5,tackle(+0.0067) | zone(+0.0067) | offensive(+0.0055) | right(+0.0049) | burst(+0.0038),defenders(-0.0052) | tight(-0.0043) | efficient(-0.0029),-0.0995,-0.3969,0.1025,-0.0736,0.0128,wingspan,0.2024,consensus,39.8,50.1,10.0,zone(+0.0066) | half(+0.0057) | was(+0.0045) | for(+0.0045) | weight(+0.0045),into contact(-0.0109) | guard(-0.0087) | into(-0.0066),0.6197,40yd,0.3753,0.885,0.783,0.986,52.8,0.467,center(+0.0005) | tight(+0.0002) | defenders(+0.0002) | guard(+0.0002) | based(+0.0001),agility(-0.0002) | to stay(-0.0002) | drive(-0.0002),0.0151,-0.0758,0.0251,wingspan,-0.0098
Brenen Thompson,WR,Mississippi State,115,beast,roster_bubble,5.0,19.3,53.1,22.6,second(+0.0044) | if(+0.0038) | games(+0.0036) | at the(+0.0035) | ankle(+0.0034),mississippi(-0.0040) | mississippi state(-0.0031) | thompson(-0.0027),-0.0321,-0.2104,0.4177,-0.0312,-0.1941,vert_jump,0.8872,slide,50.0,41.2,8.8,catches(+0.0081) | plus yards(+0.0069) | receiving yards(+0.0063) | press(+0.0062) | catches of(+0.0059),thompson(-0.0086) | return(-0.0080) | ankle(-0.0076),0.3,arm,0.5269,0.797,0.695,0.898,24.3,0.194,10(+0.0002) | school(+0.0002) | healthy(+0.0001) | four(+0.0001) | blocker(+0.0001),cornerback(-0.0003) | routes(-0.0003) | mississippi(-0.0002),0.0149,-0.0758,0.0062,hand,0.03
Justin Joly,TE,NC State,116,beast,roster_bubble,25.4,26.3,34.9,13.3,percent(+0.0083) | percent of(+0.0066) | top of(+0.0049) | targets(+0.0044) | at the(+0.0037),built(-0.0028) | special(-0.0025) | ball skills(-0.0022),-0.0317,-0.2104,0.1604,-0.1364,-0.1107,hand,-0.1892,consensus,13.7,81.7,4.6,tight end(+0.0070) | high school(+0.0061) | blocker(+0.0060) | high(+0.0059) | developed(+0.0057),competes(-0.0071) | top of(-0.0069) | top(-0.0067),0.6058,3cone,0.5637,0.81,0.708,0.911,51.8,0.419,tight(+0.0003) | slot(+0.0003) | just(+0.0002) | percent(+0.0002) | blocker(+0.0002),routes(-0.0004) | of routes(-0.0003) | the catch(-0.0002),0.0147,-0.0758,0.0272,hand,-0.0623
Drew Allar,QB,Penn State,117,beast,roster_bubble,4.1,31.2,40.7,24.0,percent(+0.0048) | second(+0.0047) | attempts(+0.0046) | pocket(+0.0043) | the pocket(+0.0039),lack of(-0.0047) | lack(-0.0040) | fbs(-0.0029),-0.0314,-0.2104,0.5523,-0.1469,-0.1875,arm,0.3649,slide,50.0,42.2,7.8,drive(+0.0079) | arm(+0.0079) | struggles(+0.0059) | target(+0.0052) | windows(+0.0048),ankle(-0.0065) | his first(-0.0063) | most(-0.0061),0.2932,arm,-0.336,0.868,0.767,0.97,35.4,0.307,just(+0.0002) | school(+0.0002) | record(+0.0002) | tight(+0.0002) | until(+0.0002),drive(-0.0003) | throws(-0.0003) | inconsistent(-0.0002),0.0146,-0.0758,0.0293,hand,-0.0292
Michael Trigg,TE,Baylor,118,beast,53_man,8.5,51.8,25.7,14.0,how(+0.0031) | right(+0.0031) | offensive(+0.0030) | who(+0.0027) | 28(+0.0027),tight(-0.0046) | receiving(-0.0038) | tight ends(-0.0038),-0.0951,-0.3969,0.492,-0.0121,0.1893,wingspan,-0.8833,consensus,41.5,50.9,7.6,catching(+0.0055) | tight end(+0.0047) | was(+0.0046) | 14(+0.0046) | that(+0.0045),ole(-0.0078) | ole miss(-0.0065) | some(-0.0050),0.5918,arm,0.1261,0.786,0.685,0.887,60.3,0.474,tight(+0.0002) | tight ends(+0.0002) | ends(+0.0002) | made(+0.0002) | six(+0.0002),routes(-0.0002) | of routes(-0.0002) | after(-0.0002),0.0144,-0.0758,0.0041,hand,-0.0623
Markel Bell,OT,Miami (FL),119,beast,out_of_league,4.9,23.0,30.2,41.9,florida(+0.0048) | junior(+0.0047) | as junior(+0.0038) | stay(+0.0038) | size(+0.0037),offensive(-0.0046) | years(-0.0040) | better(-0.0037),-0.1243,1.6566,0.333,-0.0265,0.4029,weight,0.4473,consensus,29.9,61.6,8.6,he was(+0.0067) | bell(+0.0056) | was(+0.0056) | 2020(+0.0055) | lead(+0.0051),up at(-0.0053) | 2024(-0.0047) | sophomore(-0.0045),0.5849,arm,0.1521,0.869,0.767,0.97,27.9,0.242,made(+0.0002) | just(+0.0002) | school(+0.0002) | recruit(+0.0002) | carolina(+0.0001),after(-0.0002) | to stay(-0.0001) | inconsistent(-0.0001),0.0142,-0.0758,0.0167,hand,0.0693
Jude Bowry,OT,Boston College,120,beast,out_of_league,2.4,20.9,30.6,46.1,size(+0.0049) | shoulder(+0.0046) | lacks(+0.0042) | out(+0.0036) | quick(+0.0036),rushers(-0.0038) | how to(-0.0036) | games(-0.0035),-0.1228,1.6566,0.333,-0.0165,0.0392,40yd,0.8598,consensus,16.8,72.9,10.3,still(+0.0085) | best(+0.0067) | to the(+0.0059) | might be(+0.0056) | looking(+0.0053),guard(-0.0087) | into(-0.0058) | rushers to(-0.0058),0.5779,40yd,0.2873,0.874,0.773,0.975,23.3,0.204,rushers(+0.0002) | made(+0.0002) | in pass(+0.0002) | on an(+0.0002) | rather(+0.0002),how to(-0.0003) | how(-0.0002) | strike(-0.0002),0.0141,-0.0758,0.0104,hand,-0.0567
Dontay Corleone,DL,Cincinnati,121,beast,roster_bubble,5.2,11.3,51.6,31.8,second(+0.0062) | games(+0.0050) | line(+0.0042) | the line(+0.0038) | ankle(+0.0032),disrupt(-0.0032) | out of(-0.0031) | out(-0.0030),-0.0299,-0.2104,-0.203,0.1264,-0.1505,arm,-0.3564,consensus,40.1,49.2,10.8,weight(+0.0097) | because of(+0.0071) | to the(+0.0069) | player(+0.0068) | because(+0.0067),font(-0.0098) | grade(-0.0072) | his ability(-0.0064),0.5709,weight,-0.1001,0.752,0.651,0.854,16.6,0.125,pounds(+0.0002) | pro(+0.0002) | issue(+0.0002) | games(+0.0001) | second(+0.0001),because of(-0.0002) | versus(-0.0002) | tape(-0.0001),0.0139,-0.0758,-0.0252,hand,0.0235
Zxavian Harris,DL,Mississippi,122,beast,53_man,1.6,66.9,6.3,25.2,offensive(+0.0037) | pad level(+0.0036) | pad(+0.0035) | who(+0.0034) | tackle(+0.0033),gap(-0.0039) | create(-0.0030) | line(-0.0030),-0.0906,-0.3969,0.2554,0.0863,0.0693,wingspan,-0.551,consensus,38.0,52.5,9.5,weight(+0.0078) | johnson(+0.0067) | and he(+0.0056) | isn(+0.0056) | alabama(+0.0055),font(-0.0098) | grade(-0.0082) | gap(-0.0073),0.564,arm,0.1126,0.733,0.631,0.834,68.5,0.502,pass breakups(+0.0002) | school(+0.0002) | breakups(+0.0002) | four(+0.0002) | center(+0.0002),leading(-0.0002) | length(-0.0001) | every(-0.0001),0.0137,-0.0758,-0.0294,wingspan,0.0265
DeZhaun Stribling,WR,Mississippi,123,beast,roster_bubble,4.8,22.6,57.1,15.5,games(+0.0059) | percent(+0.0053) | better(+0.0039) | percent of(+0.0038) | targets(+0.0034),out(-0.0027) | special(-0.0024) | and plays(-0.0021),-0.0292,-0.2104,0.4177,-0.0733,-0.1207,height,-0.0,consensus,43.7,48.4,8.0,do(+0.0069) | awareness(+0.0063) | to the(+0.0052) | dirty(+0.0051) | special teams(+0.0050),tracking(-0.0074) | ole(-0.0064) | ole miss(-0.0054),0.557,height,-0.0,0.822,0.721,0.923,27.4,0.225,into his(+0.0002) | games(+0.0002) | six(+0.0002) | 10(+0.0002) | percent(+0.0001),routes(-0.0004) | awareness(-0.0002) | route(-0.0002),0.0136,-0.0758,0.0146,height,-0.0
Keyshaun Elliott,LB,Arizona State,124,beast,53_man,9.5,47.7,6.2,36.6,feel(+0.0067) | instincts(+0.0041) | balance(+0.0039) | inside(+0.0029) | leads(+0.0028),room(-0.0034) | ethic(-0.0030) | work ethic(-0.0030),-0.0884,-0.3969,-0.251,-0.0613,-0.0178,broad_jump,0.6218,slide,70.3,17.5,12.2,struggles to(+0.0087) | struggles(+0.0083) | plus(+0.0082) | arm(+0.0072) | arm length(+0.0067),coverages(-0.0087) | teams(-0.0070) | special teams(-0.0068),0.2693,broad_jump,1.82,0.876,0.775,0.977,57.2,0.501,linebacker(+0.0003) | loss and(+0.0002) | tight ends(+0.0002) | value(+0.0002) | ends(+0.0002),drive(-0.0002) | routes(-0.0002) | plus(-0.0002),0.0134,-0.0758,0.0209,hand,0.0202
Kage Casey,OT,Boise State,125,beast,53_man,5.5,37.4,30.9,26.2,tackle(+0.0081) | how to(+0.0060) | left tackle(+0.0055) | how(+0.0049) | inside(+0.0047),keep(-0.0054) | defenders(-0.0048) | some(-0.0046),-0.0872,-0.3969,0.1025,-0.049,0.0527,broad_jump,0.4676,slide,89.2,8.2,2.7,straight(+0.0102) | left tackle(+0.0080) | struggles to(+0.0068) | struggles(+0.0065) | relies(+0.0059),his first(-0.0070) | blocks and(-0.0067) | this(-0.0059),0.2659,broad_jump,1.3688,0.864,0.762,0.965,43.0,0.371,allowed(+0.0002) | defenders(+0.0002) | keep(+0.0002) | center(+0.0002) | six(+0.0002),how to(-0.0003) | after(-0.0002) | how(-0.0002),0.0132,-0.0758,0.0167,hand,-0.0207
Kaleb Elarms-Orr,LB,TCU,126,beast,53_man,3.2,40.5,28.3,28.0,inside(+0.0060) | tackle(+0.0043) | develop(+0.0043) | to develop(+0.0042) | feel(+0.0040),defender(-0.0043) | big(-0.0033) | the big(-0.0031),-0.0861,-0.3969,-0.251,-0.0552,-0.0119,broad_jump,0.6057,slide,79.4,16.6,4.1,tackles in(+0.0070) | below average(+0.0069) | led(+0.0069) | below(+0.0069) | steps(+0.0064),instead of(-0.0090) | his first(-0.0088) | instead(-0.0082),0.2625,broad_jump,1.7728,0.838,0.737,0.94,43.7,0.366,until(+0.0004) | school(+0.0002) | high school(+0.0002) | just(+0.0002) | high(+0.0002),ball(-0.0002) | ball production(-0.0001) | ball carrier(-0.0001),0.013,-0.0758,0.0188,hand,0.0392
Carson Beck,QB,Miami (FL),127,beast,roster_bubble,2.5,16.1,40.7,40.6,second(+0.0048) | pocket(+0.0044) | passer(+0.0039) | games(+0.0039) | attempts(+0.0033),when(-0.0026) | worthy(-0.0025) | surgery(-0.0025),-0.0277,-0.2104,0.5523,-0.1258,-0.1583,arm,-0.2423,slide,56.2,39.1,4.7,struggles(+0.0103) | passer(+0.0098) | struggles to(+0.0064) | to drive(+0.0063) | before the(+0.0062),where(-0.0115) | lead(-0.0072) | his first(-0.0065),0.2591,arm,0.2232,0.871,0.77,0.972,18.7,0.162,passer(+0.0002) | miami(+0.0001) | six(+0.0001) | big(+0.0001) | just(+0.0001),drive(-0.0002) | throws(-0.0002) | air(-0.0002),0.0129,-0.0758,0.0251,hand,-0.0396
VJ Payne,S,Kansas State,129,beast,53_man,7.9,39.5,32.0,20.7,long arms(+0.0051) | length(+0.0041) | long(+0.0037) | catch point(+0.0036) | best(+0.0036),tight ends(-0.0054) | using his(-0.0052) | tight(-0.0051),-0.0828,-0.4337,0.0791,-0.0367,-0.033,wingspan,-0.7607,slide,80.5,12.5,7.0,struggles to(+0.0096) | using his(+0.0095) | struggles(+0.0092) | straight(+0.0085) | relies(+0.0084),safety(-0.0122) | best(-0.0111) | his best(-0.0077),0.2523,broad_jump,1.7009,0.809,0.708,0.91,47.3,0.383,tight ends(+0.0003) | ends(+0.0003) | tight(+0.0003) | big(+0.0002) | just(+0.0002),the catch(-0.0002) | to stay(-0.0002) | production(-0.0002),0.0125,-0.0966,0.0125,wingspan,0.0367
Tacario Davis,CB,Washington,130,beast,roster_bubble,6.9,16.9,44.8,31.3,games(+0.0056) | line(+0.0047) | at the(+0.0031) | games in(+0.0030) | pull(+0.0029),long arms(-0.0039) | size(-0.0036) | in run(-0.0036),-0.0266,0.1702,0.2003,-0.0418,0.0417,arm,0.6274,slide,84.4,9.7,5.9,washington(+0.0083) | straight line(+0.0082) | straight(+0.0082) | windows(+0.0073) | match(+0.0070),best(-0.0106) | because of(-0.0106) | because(-0.0098),0.2489,broad_jump,1.378,0.804,0.702,0.905,23.9,0.192,six(+0.0002) | himself(+0.0002) | limits(+0.0002) | times(+0.0002) | games(+0.0002),cornerback(-0.0005) | routes(-0.0003) | air(-0.0003),0.0124,-0.0966,0.0083,wingspan,0.0371
Harold Perkins,LB,LSU,131,beast,out_of_league,19.2,14.5,29.1,37.1,defender(+0.0057) | run defender(+0.0043) | blockers(+0.0041) | position(+0.0034) | lsu(+0.0032),slot(-0.0047) | ends(-0.0040) | linebacker(-0.0038),-0.1065,1.3257,0.2506,-0.0065,0.2201,40yd,1.1559,slide,88.8,5.7,5.4,take on(+0.0086) | take(+0.0079) | open field(+0.0070) | finds(+0.0067) | open(+0.0066),carry(-0.0094) | backfield(-0.0075) | best(-0.0071),0.2454,broad_jump,1.8906,0.895,0.794,0.996,33.8,0.302,tight ends(+0.0002) | ends(+0.0002) | tight(+0.0002) | linebacker(+0.0002) | as an(+0.0002),leading(-0.0002) | too(-0.0002) | ball in(-0.0002),0.0122,-0.0966,0.0041,hand,0.1058
Zane Durant,DL,Penn State,132,beast,out_of_league,7.8,27.3,21.9,43.0,lacks(+0.0040) | likely(+0.0035) | quick(+0.0035) | lacks the(+0.0034) | blockers(+0.0030),defensive(-0.0052) | leverage(-0.0044) | offensive(-0.0042),-0.105,1.3257,0.3191,-0.0032,0.0921,arm,0.146,consensus,44.2,48.6,7.2,weight(+0.0070) | high(+0.0060) | you(+0.0059) | off the(+0.0057) | half(+0.0053),font(-0.0109) | grade(-0.0081) | ability to(-0.0073),0.4943,vert_jump,0.1049,0.821,0.72,0.923,35.1,0.288,high(+0.0002) | pro(+0.0001) | the past(+0.0001) | big(+0.0001) | school(+0.0001),agility(-0.0002) | below average(-0.0002) | leverage(-0.0002),0.012,-0.0966,0.002,hand,-0.0582
DeMonte Capehart,DL,Clemson,133,beast,roster_bubble,2.7,28.5,50.1,18.7,games(+0.0054) | line(+0.0045) | pocket(+0.0044) | career(+0.0042) | backside(+0.0037),long arms(-0.0038) | in run(-0.0035) | run game(-0.0033),-0.0255,0.1702,-0.203,-0.0207,0.029,vert_jump,0.9086,consensus,31.8,56.7,11.5,he was(+0.0082) | snaps(+0.0071) | just(+0.0063) | room(+0.0061) | off the(+0.0057),role(-0.0071) | 2024(-0.0063) | late to(-0.0058),0.4873,vert_jump,0.1047,0.835,0.734,0.936,31.2,0.261,just(+0.0003) | based(+0.0003) | six(+0.0002) | battled(+0.0002) | games(+0.0002),ball carrier(-0.0002) | carrier(-0.0002) | ball(-0.0002),0.0119,-0.0966,0.0041,hand,-0.031
Rayshaun Benny,DL,Michigan,134,beast,53_man,2.2,40.6,31.9,25.3,pad level(+0.0038) | more of(+0.0037) | long arms(+0.0037) | defensive tackle(+0.0037) | could(+0.0036),he has(-0.0036) | blockers(-0.0036) | pro(-0.0034),-0.0772,-0.4337,0.2554,-0.0367,0.0588,3cone,0.665,consensus,3.2,92.3,4.4,that(+0.0065) | alabama(+0.0056) | gets(+0.0055) | active(+0.0052) | pro(+0.0050),font(-0.0101) | grade(-0.0075) | 2024(-0.0059),0.4804,3cone,1.223,0.876,0.775,0.978,42.8,0.375,pro(+0.0002) | to be(+0.0001) | four(+0.0001) | him(+0.0001) | high(+0.0001),after(-0.0002) | agility(-0.0002) | versus(-0.0002),0.0117,-0.0966,0.0125,3cone,-0.0502
Anthony Lucas,EDGE,USC,135,beast,53_man,5.8,44.9,22.6,26.7,inside(+0.0048) | hands(+0.0041) | edge(+0.0037) | how to(+0.0036) | the edge(+0.0035),tight(-0.0052) | decent(-0.0037) | line(-0.0035),-0.076,-0.4337,0.1304,0.0371,0.0567,wingspan,-0.7489,slide,73.5,19.9,6.6,font(+0.0058) | arm(+0.0057) | below average(+0.0055) | below(+0.0055) | however(+0.0052),edge(-0.0074) | weight(-0.0070) | until(-0.0064),0.2318,wingspan,0.4282,0.838,0.736,0.939,50.7,0.425,until(+0.0003) | tight(+0.0003) | extension(+0.0002) | have(+0.0002) | high(+0.0002),stays(-0.0002) | rusher(-0.0002) | usc(-0.0002),0.0115,-0.0966,-0.0126,hand,-0.0412
Billy Schrauth,IOL,Notre Dame,136,beast,roster_bubble,3.3,39.2,42.0,15.4,percent(+0.0066) | games(+0.0052) | missed(+0.0050) | backside(+0.0036) | final(+0.0029),durability(-0.0041) | although he(-0.0028) | out(-0.0027),-0.0244,0.1702,-0.1881,-0.1153,0.0102,arm,-0.1149,consensus,30.2,60.1,9.7,dame(+0.0109) | notre(+0.0109) | notre dame(+0.0109) | his first(+0.0086) | he was(+0.0076),guard(-0.0092) | mike(-0.0061) | late to(-0.0054),0.4664,arm,-0.0277,0.873,0.772,0.974,42.6,0.371,be caught(+0.0002) | six(+0.0002) | percent(+0.0002) | guard(+0.0002) | games(+0.0002),stays(-0.0003) | because of(-0.0002) | his first(-0.0001),0.0114,-0.0966,0.023,hand,-0.0207
Nick Singleton,RB,Penn State,137,beast,roster_bubble,4.4,34.9,39.0,21.6,line(+0.0053) | second(+0.0047) | he can(+0.0036) | the line(+0.0035) | inconsistent(+0.0031),kick(-0.0036) | pursuit angles(-0.0034) | running(-0.0029),-0.0241,0.1702,0.0733,-0.1048,-0.1622,height,-0.0,slide,47.0,33.9,19.1,open field(+0.0072) | acceleration to(+0.0070) | open(+0.0068) | in 2022(+0.0057) | straight line(+0.0057),return(-0.0108) | backfield(-0.0096) | kick return(-0.0090),0.225,height,0.0,0.875,0.773,0.976,39.3,0.344,slot(+0.0002) | 45(+0.0002) | the slot(+0.0002) | touchdowns(+0.0002) | to power(+0.0002),inconsistent(-0.0002) | penn(-0.0002) | penn state(-0.0002),0.0112,-0.0966,0.0209,height,-0.0
Trey Zuhn,OT,Texas A&M,138,beast,roster_bubble,5.0,21.4,43.0,30.6,missed(+0.0037) | struggles(+0.0037) | second(+0.0036) | team captain(+0.0033) | team(+0.0033),center(-0.0049) | sec(-0.0043) | required(-0.0040),-0.0237,0.1702,-0.1881,-0.1364,-0.0412,40yd,-0.6191,slide,84.5,12.5,3.0,struggles(+0.0126) | struggles to(+0.0078) | savvy(+0.0061) | what(+0.0059) | however(+0.0059),best(-0.0090) | sec(-0.0074) | because of(-0.0072),0.2216,broad_jump,1.3488,0.915,0.814,1.0,26.4,0.242,center(+0.0004) | high(+0.0002) | blocker(+0.0002) | have(+0.0002) | pro(+0.0002),because of(-0.0002) | drive(-0.0002) | started(-0.0001),0.011,-0.0966,0.0272,broad_jump,0.0105
Ephesians Prysock,CB,Washington,139,beast,roster_bubble,5.3,24.5,62.2,8.0,career(+0.0046) | press(+0.0035) | six(+0.0029) | his career(+0.0028) | missed(+0.0027),long arms(-0.0042) | to be(-0.0034) | long(-0.0033),-0.0233,0.1702,0.2003,0.0003,0.0778,arm,0.5495,slide,79.1,14.9,6.0,attempting(+0.0093) | washington(+0.0091) | when attempting(+0.0089) | attempting to(+0.0088) | press(+0.0086),coverages(-0.0100) | where he(-0.0096) | carry(-0.0091),0.2181,broad_jump,1.3435,0.777,0.676,0.878,29.8,0.232,six(+0.0002) | four(+0.0002) | based(+0.0002) | punt(+0.0002) | to be(+0.0002),cornerback(-0.0003) | throws(-0.0003) | how to(-0.0002),0.0108,-0.0966,-0.0001,hand,-0.0518
Hezekiah Masses,CB,California,140,beast,roster_bubble,4.6,15.2,71.6,8.6,press(+0.0041) | games(+0.0033) | eight(+0.0032) | 18(+0.0027) | plays on(+0.0027),passes defended(-0.0046) | defended(-0.0044) | brown(-0.0041),-0.023,0.1702,0.2003,0.0844,0.0353,vert_jump,0.4509,slide,47.6,43.8,8.6,press(+0.0097) | from press(+0.0072) | tall(+0.0071) | early(+0.0069) | finisher(+0.0062),type(-0.0123) | lead(-0.0104) | body type(-0.0093),0.2147,3cone,-0.0997,0.812,0.711,0.913,19.8,0.161,early(+0.0002) | high(+0.0002) | returns(+0.0002) | body type(+0.0001) | school(+0.0001),defended(-0.0003) | passes defended(-0.0003) | cornerback(-0.0003),0.0107,-0.0966,-0.0168,hand,0.0721
Eli Raridon,TE,Notre Dame,141,beast,53_man,6.3,50.5,24.3,18.9,offensive(+0.0050) | timing(+0.0039) | in all(+0.0033) | become(+0.0032) | back to(+0.0031),tight(-0.0048) | tight end(-0.0045) | defenders(-0.0039),-0.0693,-0.4337,0.492,-0.0552,0.038,broad_jump,0.4635,slide,57.0,35.6,7.5,struggles to(+0.0075) | struggles(+0.0071) | 50(+0.0071) | stiff(+0.0056) | short area(+0.0049),his first(-0.0076) | tight end(-0.0075) | inline(-0.0072),0.2113,broad_jump,1.3565,0.803,0.702,0.905,56.7,0.456,tight(+0.0003) | just(+0.0002) | blocker(+0.0002) | slot(+0.0002) | defenders(+0.0001),routes(-0.0004) | route(-0.0002) | timing(-0.0002),0.0105,-0.0966,0.0188,hand,-0.0836
Tim Keenan,DL,Alabama,142,beast,roster_bubble,0.8,21.6,51.9,25.7,second(+0.0053) | he can(+0.0050) | ankle(+0.0033) | the second(+0.0031) | late(+0.0031),senior year(-0.0035) | offensive linemen(-0.0032) | lack of(-0.0031),-0.0222,0.1702,-0.203,0.0423,-0.13,vert_jump,0.9043,slide,91.3,4.1,4.6,jackson(+0.0072) | struggles to(+0.0069) | struggles(+0.0066) | font(+0.0057) | once he(+0.0053),alabama(-0.0103) | weight(-0.0087) | blocks and(-0.0084),0.2079,broad_jump,1.6861,0.826,0.725,0.927,22.4,0.185,school(+0.0002) | pounds(+0.0002) | high school(+0.0002) | pro(+0.0001) | limits(+0.0001),because of(-0.0002) | production(-0.0002) | after(-0.0002),0.0103,-0.0966,-0.0085,hand,0.0871
