player_name,player_key,team,position,headshot_url
Brody Kosin,brody kosin,Miami (OH),TE,https://a.espncdn.com/i/headshots/college-football/players/full/5126528.png
Arkese Parks,arkese parks,South Florida,WR,https://a.espncdn.com/i/headshots/college-football/players/full/5126532.png
Jack Ressler,jack ressler,Oregon,WR,https://a.espncdn.com/i/headshots/college-football/players/full/5126533.png
Jeremy Scott,jeremy scott,South Alabama,WR,https://a.espncdn.com/i/headshots/college-football/players/full/5126534.png
Aidan Steinfeldt,aidan steinfeldt,Richmond,TE,https://a.espncdn.com/i/headshots/college-football/players/full/5126535.png
Jamar Taylor Jr.,jamar taylor jr,Florida A&M,WR,https://a.espncdn.com/i/headshots/college-football/players/full/5126537.png
Jaylen Watson,jaylen watson,Iowa,DB,https://a.espncdn.com/i/headshots/college-football/players/full/5126538.png
Jaydon Wright,jaydon wright,UL Monroe,RB,https://a.espncdn.com/i/headshots/college-football/players/full/5126539.png
Robby Martin,robby martin,West Virginia,OL,https://a.espncdn.com/i/headshots/college-football/players/full/5126540.png
Devin Brooks,devin brooks,Oregon,OL,https://a.espncdn.com/i/headshots/college-football/players/full/5126541.png
Eugene Brooks,eugene brooks,UCLA,OL,https://a.espncdn.com/i/headshots/college-football/players/full/5126563.png
Marques Easley,marques easley,Purdue,OL,https://a.espncdn.com/i/headshots/college-football/players/full/5126565.png
Chenellson Exume,chenellson exume,Florida Atlantic,DL,https://a.espncdn.com/i/headshots/college-football/players/full/5126566.png
Blake Franks,blake franks,South Carolina,OL,https://a.espncdn.com/i/headshots/college-football/players/full/5126567.png
Joseph Ionata,joseph ionata,Alabama,OL,https://a.espncdn.com/i/headshots/college-football/players/full/5126569.png
Bodey McCaslin,bodey mccaslin,Iowa,OL,https://a.espncdn.com/i/headshots/college-football/players/full/5126570.png
Ransom McDermott,ransom mcdermott,Louisville,OL,https://a.espncdn.com/i/headshots/college-football/players/full/5126571.png
Ronan O'Connell,ronan oconnell,Clemson,OL,https://a.espncdn.com/i/headshots/college-football/players/full/5126572.png
Tommy Ricard,tommy ricard,Virginia Tech,OL,https://a.espncdn.com/i/headshots/college-football/players/full/5126573.png
William Satterwhite,william satterwhite,Tennessee,OL,https://a.espncdn.com/i/headshots/college-football/players/full/5126574.png
Ikinasio Tupou,ikinasio tupou,BYU,OL,https://a.espncdn.com/i/headshots/college-football/players/full/5126576.png
Whittman Whaley,whittman whaley,Wake Forest,LB,https://a.espncdn.com/i/headshots/college-football/players/full/5126850.png
Ty Yuhas,ty yuhas,Pittsburgh,DL,https://a.espncdn.com/i/headshots/college-football/players/full/5126921.png
Jericho Johnson,jericho johnson,Oregon,DL,https://a.espncdn.com/i/headshots/college-football/players/full/5126998.png
Marquise Lightfoot,marquise lightfoot,Miami,DL,https://a.espncdn.com/i/headshots/college-football/players/full/5126999.png
Solomon Williams,solomon williams,Texas A&M,DE,https://a.espncdn.com/i/headshots/college-football/players/full/5127001.png
Darien Mayo,darien mayo,Clemson,DE,https://a.espncdn.com/i/headshots/college-football/players/full/5127019.png
Aaris Bethea,aaris bethea,Rhode Island,DL,https://a.espncdn.com/i/headshots/college-football/players/full/5127026.png
Malik Blocton,malik blocton,Auburn,DL,https://a.espncdn.com/i/headshots/college-football/players/full/5127027.png
Jordan Boyd,jordan boyd,Georgia Tech,DL,https://a.espncdn.com/i/headshots/college-football/players/full/5127028.png
Kekai Burnett,kekai burnett,Michigan State,DL,https://a.espncdn.com/i/headshots/college-football/players/full/5127029.png
Tionne Gray,tionne gray,Oregon,DL,https://a.espncdn.com/i/headshots/college-football/players/full/5127031.png
Kendall Jackson,kendall jackson,Texas A&M,DE,https://a.espncdn.com/i/headshots/college-football/players/full/5127032.png
Emmett Laws,emmett laws,Virginia Tech,DL,https://a.espncdn.com/i/headshots/college-football/players/full/5127033.png
Tycoolhill Luman,tycoolhill luman,Florida Atlantic,DL,https://a.espncdn.com/i/headshots/college-football/players/full/5127034.png
TJ Lindsey,tj lindsey,Purdue,DL,https://a.espncdn.com/i/headshots/college-football/players/full/5127035.png
Joshua Lloyd,joshua lloyd,Western Michigan,DL,https://a.espncdn.com/i/headshots/college-football/players/full/5127036.png
Tyclean Luman,tyclean luman,Florida Atlantic,DL,https://a.espncdn.com/i/headshots/college-football/players/full/5127037.png
Gavench Marcelin,gavench marcelin,Florida Atlantic,DL,https://a.espncdn.com/i/headshots/college-football/players/full/5127038.png
Mardale Rowe,mardale rowe,Fordham,DL,https://a.espncdn.com/i/headshots/college-football/players/full/5127039.png
Vincent Shavers Jr.,vincent shavers jr,Nebraska,LB,https://a.espncdn.com/i/headshots/college-football/players/full/5127041.png
Preston Watson,preston watson,Duke,DT,https://a.espncdn.com/i/headshots/college-football/players/full/5127043.png
Hank Weber,hank weber,Samford,DT,https://a.espncdn.com/i/headshots/college-football/players/full/5127044.png
Drew Woodaz,drew woodaz,Clemson,LB,https://a.espncdn.com/i/headshots/college-football/players/full/5127045.png
Ashton Woods,ashton woods,West Virginia,LB,https://a.espncdn.com/i/headshots/college-football/players/full/5127046.png
Clayton Dees,clayton dees,Florida International,QB,https://a.espncdn.com/i/headshots/college-football/players/full/5127696.png
Isaiah Buxton,isaiah buxton,San Diego State,CB,https://a.espncdn.com/i/headshots/college-football/players/full/5127723.png
Christian Clark,christian clark,Texas,RB,https://a.espncdn.com/i/headshots/college-football/players/full/5127724.png
Braylon Conley,braylon conley,USC,CB,https://a.espncdn.com/i/headshots/college-football/players/full/5127726.png
Noah Jenkins,noah jenkins,Virginia Tech,LB,https://a.espncdn.com/i/headshots/college-football/players/full/5127727.png
Judah Jenkins,judah jenkins,Maryland,DB,https://a.espncdn.com/i/headshots/college-football/players/full/5127728.png
Jeremiah Lowe,jeremiah lowe,Michigan,DB,https://a.espncdn.com/i/headshots/college-football/players/full/5127729.png
Jalon Thompson,jalon thompson,North Carolina,DB,https://a.espncdn.com/i/headshots/college-football/players/full/5127733.png
Xavier Lucas,xavier lucas,Miami,DB,https://a.espncdn.com/i/headshots/college-football/players/full/5127735.png
Landyn Cleveland,landyn cleveland,Oklahoma State,S,https://a.espncdn.com/i/headshots/college-football/players/full/5127736.png
Roger Gradney,roger gradney,Nebraska,LB,https://a.espncdn.com/i/headshots/college-football/players/full/5127737.png
Ashton Hampton,ashton hampton,Clemson,CB,https://a.espncdn.com/i/headshots/college-football/players/full/5127738.png
Zahir Rainer,zahir rainer,Minnesota,DB,https://a.espncdn.com/i/headshots/college-football/players/full/5127739.png
Casey Etienne Jr.,casey etienne jr,Princeton,DB,https://a.espncdn.com/i/headshots/college-football/players/full/5127741.png
Kyan McDonald,kyan mcdonald,Arizona State,DB,https://a.espncdn.com/i/headshots/college-football/players/full/5127743.png
Stacy Bey,stacy bey,Arizona,LB,https://a.espncdn.com/i/headshots/college-football/players/full/5127802.png
Marcus Goree Jr.,marcus goree jr,Tennessee,DB,https://a.espncdn.com/i/headshots/college-football/players/full/5127804.png
JJ Harrell,jj harrell,Arkansas State,WR,https://a.espncdn.com/i/headshots/college-football/players/full/5127805.png
Mylachi Williams,mylachi williams,Penn State,DE,https://a.espncdn.com/i/headshots/college-football/players/full/5127806.png
Jaylen'Dai Sumlin,jaylendai sumlin,Stanford,S,https://a.espncdn.com/i/headshots/college-football/players/full/5127807.png
Titus Cram,titus cram,Northern Iowa,RB,https://a.espncdn.com/i/headshots/college-football/players/full/5127810.png
Jamonta Waller,jamonta waller,Auburn,DE,https://a.espncdn.com/i/headshots/college-football/players/full/5127811.png
Peyton Waters,peyton waters,North Carolina,DB,https://a.espncdn.com/i/headshots/college-football/players/full/5127877.png
Kwazi Gilmer,kwazi gilmer,UCLA,WR,https://a.espncdn.com/i/headshots/college-football/players/full/5127885.png
Terrance Hibbler Jr.,terrance hibbler jr,Mississippi State,DL,https://a.espncdn.com/i/headshots/college-football/players/full/5127899.png
Shay Smith,shay smith,UTEP,QB,https://a.espncdn.com/i/headshots/college-football/players/full/5127900.png
Dominick McKinley,dominick mckinley,LSU,DT,https://a.espncdn.com/i/headshots/college-football/players/full/5127935.png
Will Smith,will smith,North Texas,DL,https://a.espncdn.com/i/headshots/college-football/players/full/5127936.png
Jamroc Grimsley,jamroc grimsley,Florida,DB,https://a.espncdn.com/i/headshots/college-football/players/full/5128051.png
Dillon Hipp,dillon hipp,Missouri State,TE,https://a.espncdn.com/i/headshots/college-football/players/full/5128052.png
Kai Greer,kai greer,Stanford,OL,https://a.espncdn.com/i/headshots/college-football/players/full/5128062.png
Ricky Knight III,ricky knight iii,Florida State,DB,https://a.espncdn.com/i/headshots/college-football/players/full/5128063.png
Deyvid Palepale,deyvid palepale,Michigan,DL,https://a.espncdn.com/i/headshots/college-football/players/full/5128064.png
Kaden Martin,kaden martin,Middle Tennessee,QB,https://a.espncdn.com/i/headshots/college-football/players/full/5129623.png
Roger Saleapaga,roger saleapaga,Oregon,TE,https://a.espncdn.com/i/headshots/college-football/players/full/5130407.png
Colton Heinrich,colton heinrich,Georgia,TE,https://a.espncdn.com/i/headshots/college-football/players/full/5130409.png
Jakob Gude,jakob gude,UCF,DB,https://a.espncdn.com/i/headshots/college-football/players/full/5130410.png
Melvin Hills III,melvin hills iii,Texas,DL,https://a.espncdn.com/i/headshots/college-football/players/full/5130411.png
CJ Jackson,cj jackson,LSU,DE,https://a.espncdn.com/i/headshots/college-football/players/full/5130412.png
Keyshawn Flowers,keyshawn flowers,Maryland,LB,https://a.espncdn.com/i/headshots/college-football/players/full/5130565.png
Kellen Lindstrom,kellen lindstrom,Tennessee,DL,https://a.espncdn.com/i/headshots/college-football/players/full/5130606.png
Bergin Kysar,bergin kysar,Oklahoma,DL,https://a.espncdn.com/i/headshots/college-football/players/full/5130791.png
Nitro Tuggle,nitro tuggle,Purdue,WR,https://a.espncdn.com/i/headshots/college-football/players/full/5130792.png
Whit Hafer,whit hafer,Missouri,OL,https://a.espncdn.com/i/headshots/college-football/players/full/5131980.png
Kameryn Fountain,kameryn fountain,USC,DE,https://a.espncdn.com/i/headshots/college-football/players/full/5132218.png
Isiah Canion,isiah canion,Georgia Tech,WR,https://a.espncdn.com/i/headshots/college-football/players/full/5132253.png
Crews Law,crews law,Memphis,LB,https://a.espncdn.com/i/headshots/college-football/players/full/5132627.png
Braylon Staley,braylon staley,Tennessee,WR,https://a.espncdn.com/i/headshots/college-football/players/full/5132629.png
Joe Phillips,joe phillips,Auburn,DE,https://a.espncdn.com/i/headshots/college-football/players/full/5132630.png
Cam Pruitt,cam pruitt,Miami,LB,https://a.espncdn.com/i/headshots/college-football/players/full/5132631.png
Gage Ginther,gage ginther,Tennessee,OL,https://a.espncdn.com/i/headshots/college-football/players/full/5132633.png
Jayden Jackson,jayden jackson,Oklahoma,DL,https://a.espncdn.com/i/headshots/college-football/players/full/5132635.png
Jack Hines,jack hines,Wake Forest,OL,https://a.espncdn.com/i/headshots/college-football/players/full/5132641.png
Garrett Sexton,garrett sexton,Penn State,OL,https://a.espncdn.com/i/headshots/college-football/players/full/5132642.png
Kale Woodburn,kale woodburn,Cincinnati,WR,https://a.espncdn.com/i/headshots/college-football/players/full/5132643.png
Ricky Johnson,ricky johnson,Mississippi State,WR,https://a.espncdn.com/i/headshots/college-football/players/full/5132652.png
Matt Ogunniyi,matt ogunniyi,Massachusetts,TE,https://a.espncdn.com/i/headshots/college-football/players/full/5132795.png
Aaron Philo,aaron philo,Georgia Tech,QB,https://a.espncdn.com/i/headshots/college-football/players/full/5132812.png
Sirmaine Campbell,sirmaine campbell,Indiana State,DL,https://a.espncdn.com/i/headshots/college-football/players/full/5133397.png
Danny Inglis,danny inglis,Iowa State,LB,https://a.espncdn.com/i/headshots/college-football/players/full/5134169.png
Simon Seidl,simon seidl,Minnesota,DB,https://a.espncdn.com/i/headshots/college-football/players/full/5134268.png
Trashon Dye,trashon dye,James Madison,LB,https://a.espncdn.com/i/headshots/college-football/players/full/5134270.png
Keaton Roskop,keaton roskop,Iowa State,TE,https://a.espncdn.com/i/headshots/college-football/players/full/5134272.png
Callahan Blair,callahan blair,Lafayette,LB,https://a.espncdn.com/i/headshots/college-football/players/full/5134550.png
Jordan King,jordan king,Ball State,OL,https://a.espncdn.com/i/headshots/college-football/players/full/5134551.png
Taylor Powell,taylor powell,Northern Illinois,DB,https://a.espncdn.com/i/headshots/college-football/players/full/5134552.png
Tysen Smith,tysen smith,Indiana State,DL,https://a.espncdn.com/i/headshots/college-football/players/full/5134568.png
Fatt Forrest,fatt forrest,Mississippi State,LB,https://a.espncdn.com/i/headshots/college-football/players/full/5134880.png
Tristan Jernigan,tristan jernigan,Texas A&M,LB,https://a.espncdn.com/i/headshots/college-football/players/full/5135202.png
Montay Weedon,montay weedon,Cincinnati,LB,https://a.espncdn.com/i/headshots/college-football/players/full/5135203.png
Adrian Laing,adrian laing,Temple,CB,https://a.espncdn.com/i/headshots/college-football/players/full/5135216.png
Marc Nave Jr.,marc nave jr,Purdue,OL,https://a.espncdn.com/i/headshots/college-football/players/full/5135217.png
Duke Watson,duke watson,Louisville,RB,https://a.espncdn.com/i/headshots/college-football/players/full/5136049.png
TJ Lockhart,tj lockhart,Mississippi State,OL,https://a.espncdn.com/i/headshots/college-football/players/full/5136133.png
Toney Coleman Jr.,toney coleman jr,Miami (OH),DB,https://a.espncdn.com/i/headshots/college-football/players/full/5136179.png
Traville Frederick Jr.,traville frederick jr,Houston,TE,https://a.espncdn.com/i/headshots/college-football/players/full/5136180.png
Leo Colombi,leo colombi,Miami (OH),DB,https://a.espncdn.com/i/headshots/college-football/players/full/5136181.png
Jaiden Patterson,jaiden patterson,North Carolina,DB,https://a.espncdn.com/i/headshots/college-football/players/full/5136504.png
Luke Carter,luke carter,Northwestern State,TE,https://a.espncdn.com/i/headshots/college-football/players/full/5136754.png
Francis Brewu,francis brewu,Pittsburgh,DL,https://a.espncdn.com/i/headshots/college-football/players/full/5136784.png
Red Morgan,red morgan,Alabama,DB,https://a.espncdn.com/i/headshots/college-football/players/full/5136836.png
John Wayne Oliver,john wayne oliver,Ole Miss,OL,https://a.espncdn.com/i/headshots/college-football/players/full/5136837.png
Willie Rodriguez,willie rodriguez,Kentucky,TE,https://a.espncdn.com/i/headshots/college-football/players/full/5136838.png
