"","url","title","player_from_title","position_from_title","college_from_title","date","height","weight","hand","arm","wingspan","dash40","cone3","shuttle","vertical","broad","positives","negatives","statistics","notes","overall","article_grade","overall_rank","position_rank","pro_comparison"
"239","https://bleacherreport.com/articles/10021402-aaron-hansford-nfl-draft-2022-scouting-report-for-texas-am-lb","Aaron Hansford NFL Draft 2022: Scouting Report for Texas A&M LB","Aaron Hansford","LB","Texas A&M",NA,"6'2 1/4""","239",NA,"32 3/8""","6'6 1/2""","DNP","DNP","DNP","DNP","DNP","— Good frame with above-average height and plenty of weight. | — Triggers well on inside runs. Attacks downhill in a hurry. | — Above-average physicality and play strength. Willing to scrap and take on blocks. | — Above-average block deconstruction. Does well to play with his hands out in front and adapt his take-on approach.","— Middling athlete overall. Not particularly explosive or fast in the open field. | — Plays slower and takes conservative angles to the perimeter. Ends up behind plays. | — Below-average tackler. Does not wrap and bring down with consistency. | — Often a tick slow to trigger in coverage. Allows too many receptions in his zone.","12 G, 89 TOT, 8.5 TFL, 2 SK, 4 PD, 2 FR, 1 TD","— 4-star recruit in 2016. | — Two-year starter. | — Six-year player. | — Took a medical redshirt in 2016 following a season-ending injury. | — Missed the 2018 season with a knee injury that required surgery.","Aaron Hansford is a thick, physical linebacker with a Day 3 profile. Hansford does his best work between the tackles. At 6'2"" and 239 pounds, he plays up to his frame when it comes to taking on blocks. Hansford is willing to take the fight to offensive linemen while playing downhill, as well as flash creative ways to scoot around them from time to time. He generally triggers on these plays in a hurry, too. That allows him to meet the ball-carrier or his blocker at the line of scrimmage with some consistency. However, Hansford's play in space is concerning. For one, he often sets himself behind the action on perimeter plays by triggering a little slower and taking high angles to the ball. He also sports average speed, which makes it tough for him to make up any lost ground. Tackling in space is not Hansford's best trait, either. While he does have the strength to tackle well in theory, hed often misjudges tackling opportunities and fails to strike his target correctly. Hansford's coverage ability could use work as well. At this stage, he allows too many receptions in his zone areas as a result of triggering late on the ball. He also does not have the raw athleticism to make up the gap there. Hansford could be of more use as a blitzer, where his physicality can shine. Hansford has enough athleticism to get by, just not enough to be a difference-maker. However, when paired with his thick build and physicality, Hansford can still be a solid late addition as a reserve inside linebacker.",NA,"264","LB25","Shaquille Quarterman"
"240","https://bleacherreport.com/articles/10026540-reed-blankenship-nfl-draft-2022-scouting-report-for-middle-tennessee-s","Reed Blankenship NFL Draft 2022: Scouting Report for Middle Tennessee S","Reed Blankenship","S","Middle Tennessee",NA,"6’0""",NA,NA,NA,NA,NA,NA,NA,NA,NA,"— Physical player with good build and strength. | — Plays with good awareness and instincts. Reacts with quick acceleration to what he sees in front of him. | — Strong player against the run. Uses hands and takes on blocks with aggression. Best when playing underneath coverage and in the box.","— Can struggle in space at times. Slow reactionary defense. Lack of athletic ability can show up with below-average flexibility and change of direction. | — Questionable tackling, can come in out of control; diving for tackles instead up running through.","110 TKLS, 10 TFL, 1 INT, 3 FR, 2 FF","— Middle Tennessee State’s All-Time Leading Tackler | — 2021 First Team All-C-USA","Reed Blankenship is an active player with good size and physicality. He triggers quickly to what he sees, with a high motor and good sense of awareness. He has the ability to play at multiple levels but does best in the box, closer to the line of scrimmage. He has good instincts and flows well to the ball, along with good vision in underneath coverage. A bit heavy footed in open space, he often relies on his short-area quickness and decent footwork. Blankenship has some tightness and lacks the top-end speed to carry receivers deep. With average ball skills, he does a good job playing through the reception point breaking forward, but he can be uncomfortable playing the ball downfield. Blankenship plays with physical hands when taking on blocks. At times he does struggle to disengage, but he plays his leverage and sets the edge.Though he has shown to run through ball carriers when playing in the box, when tackling, he can get overextended and forced to dive at better athletes, leading to missed tackles. Ultimately, Blankenship was a successful player at Middle Tennessee State, where he left as the leading tackler in school history. A player with good movement skills, he may be tapped out with his athletic ability. He’s a consistent player who is draftable with backup potential.",NA,"267","S18","Donovan Wilson"
"241","https://bleacherreport.com/articles/10021300-shaun-jolly-nfl-draft-2022-scouting-report-for-appalachian-state-cb","Shaun Jolly NFL Draft 2022: Scouting Report for Appalachian State CB","Shaun Jolly","CB","Appalachian State",NA,"5’9”",NA,NA,NA,NA,NA,NA,NA,NA,NA,"— Quick-footed player who possesses very good twitch, with ability to quickly get out of breaks. | — Plays with good leverage in press. Able to flip hips and get into the receiver's hip pocket. | — Very good ball skills. Plays ball in the air with short notice, and has the ability to break up passes at catch point. | — Aggressive versus the run. Good reaction and quickness to beat blockers to the spot. Willing tackler.","— Top-end speed is a question. Has the twitch to open and run but can struggle carrying routes deep. | — Lack of length can come into play in both pass and run games. Can come into trouble with bigger receivers. | — Throws body around but doesn't always wrap up. Poor tackling can show up too often.","8 Games, 26 Tackles, 1 TFL, 1 INT, 5 PBU","— Invited to East-West Shrine Bowl | — 2021 2nd Team PFF All American | — 2021, 2020, 2019 First Team All Sun Belt","Shaun Jolly is an active player with very good athleticism. He is a bit undersized but shows to have very good twitch and change of direction. In previous years, he had a bit more on-ball production. For him, the 2021 season looked to be a bit more conservative. An East-West Shrine Bowl invitee, he was able to compete with all receivers, showing why he was a multiple year All-American. His breaking ability was evident, as well as his press-man ability. An ultimate competitor, he had trouble defending some of the bigger receivers. As he also showed throughout the season, he has very good ball skills and awareness. He showed the timing necessary to attack the reception point and even get his head around to play the ball. When downfield, he tended to fall behind at times, which leads me to question his top-end speed; as he is more quick than fast. Some of his bigger troubles come in the run game. Jolly is a willing tackler but often just throws his body in the ball carrier without wrapping them up. When he does wrap up, he can occasionally melt off ball carriers because of his size. When in the open field, Jolly can sometimes take poor angles to the tackle. Ultimately, Jolly has tons of experience that will serve him well. His lack of height and length are a concern, but his athleticism can aid him in playing both from the outside and slot. He is a draftable player but will need to continue to clean up his game to overcome his size to make a roster.",NA,"273","CB32","Parry Nickerson"
"242","https://bleacherreport.com/articles/10021320-damarri-mathis-nfl-draft-2022-scouting-report-for-pittsburgh-cb","Damarri Mathis NFL Draft 2022: Scouting Report for Pittsburgh CB","Damarri Mathis","CB","Pittsburgh",NA,"5'11""","196",NA,"31 7/8""","6'5 1/2""","4.39","DNP","DNP","DNP","DNP","— Physical player who looks to disrupt the receiver's route and timing. | — Strong, secure tackler. He delivers a blow that gets the ball carrier down. | — Performs best in short-to-medium range in pass game. | — Shows good vision in zone with eyes on the quarterback.","— One-speed runner who lacks true burst and recovery speed. | — Can be slow to sink his hips at the top of routes. Struggles getting out of breaks at times. | — Panics and gets handsy downfield. Not comfortable playing the ball and man downfield.","12 Games, 43 Tackles, 2 INT, 5 PBU","— Two-year starter | — Did not play during 2020 season (COVID-19 year) | — 3-Star Cornerback, per 247Sports","Damarri Mathis is a physical cornerback who doesn't shy away from contact. As a cornerback who likes to get his hands on receivers, he does his best when playing in off coverage with his eyes on the quarterback. He shows good vision and reaction to the routes that develop in front of him. When playing in man, Mathis routinely gets bumped off at the top of routes and is slow to sink his hips and react. When running downfield, he is limited in his top-end speed, causing him to get overextended and off balance. Mathis tends to panic when playing the ball downfield, mostly choosing to play the man and not locate the ball—often leading to a penalty or giving up a catch. Playing into Mathis’ physicality, he performs well in the run game. He has willingness to tackle with quick reads and reaction to the play. He is a secure tackler who limits extra yards when able to front the ball carrier up. Mathis will need a specific scheme to help highlight his skills, and if given that, he still needs to improve his coverage skills.",NA,"274","CB33","Kevin Peterson"
"243","https://bleacherreport.com/articles/10021373-james-empey-nfl-draft-2022-scouting-report-for-byu-iol","James Empey NFL Draft 2022: Scouting Report for BYU IOL","James Empey","IOL","BYU",NA,"6'4""",NA,NA,NA,NA,NA,NA,NA,NA,NA,"— Adept zone run-blocker with solid initial quickness, pad level and use of hands to reach, cut-off and scoop shades, plus combo/climb with his guards to the second level. | — Does a good job releveraging his hands back inside the frame of defenders to stay attached to blocks. | — Runs his feet and gives consistent effort from snap to whistle to finish blocks. | — High football IQ and processing skills to sort through games, stunts and blitzes; has made all the protection calls since his freshman year in 2018. | — Plays with good balance and alertness in protection to slide, mirror and stay attached to movement across his face.","— Light in the pants with middling power to jar, torque and uproot bigger defenders when needed. | — Looks to have below-average arm length that, combined with being undersized, limits his ability to gain control and create displacement on nose tackles that win his chest. | — Takes inconsistent angles on his climbs to the second level, getting too far upfield and allowing backers to run through the backdoor.","— Started seven games at center.","— Former 3-star offensive and defensive line prospect out of American Fork high school in Utah. | — 41 career starts at center. | — Missed six games in 2021 primarily because of a leg injury suffered against Washington State.","Empey is a four-year starter inside BYU's zone-based run scheme with 41 career starts at center, making all the line calls and setting protections since his freshman season in 2018. Empey has a smaller stature with middling girth and arm length, but he is a proficient, skilled run-blocker who plays with good leverage, pad level and balance. Empey shows an impressive understanding of how to work combo blocks with his guards, knowing how to fit on interior run-defenders to cover them up, overtake and release up to the second level. He has solid quickness to reach shades and strains through contact consistently, running his feet and reworking his hands to stay attached and finish when defenders attempt to disengage. Empey's middling arm length and power limit his ability to generate immediate displacement when needed and to control bigger, hulking defensive tackles, pigeonholing him as a zone-only scheme fit. He also has an erratic hit rate at the second level because of inconsistent angles and average movement skills. Overall, Empey is a proficient zone run-blocker with the football IQ to quarterback the pre-snap phase of the game. He lacks scheme or position versatility because of middling size and power, but his makeup and understanding of leverage is worth drafting for a backup role in a zone scheme.",NA,"276","IOL31","Greg Mancz"
"244","https://bleacherreport.com/articles/10026517-vederian-lowe-nfl-draft-2022-scouting-report-for-illinois-ot","Vederian Lowe NFL Draft 2022: Scouting Report for Illinois OT","Vederian Lowe","OT","Illinois",NA,"6'4 5/8""","314",NA,"35 3/8""","6'11 7/8""","5.22","7.83","4.71","25.5""","8'3""","— Excellent arm length with a stiff, firm punch that can stymie defenders on contact. | — Can establish first meaningful contact on defenders in the run game, latch and steer them away from the ball. | — Flashes the ability to generate torque to displace and create alleys on wide-zone base blocks. | — Has the frame and vast reach to engulf, tie up and blot out slow-trigger 'backers on his climbs. | — Plays with an edge and will strain to sustain blocks once latched.","— Marginal athletic ability, balance and body control. | — Uneven weight distribution in his pass sets; will overset, open the door and get dusted across his face by moderately skilled rushers. | — Will often drop his hands prior to his punch, which causes him to be late with wide hand placement and gives easy access to his frame. | — Slow to re-leverage his hips and hands underneath the bull rush, causing him to get knocked back on his heels and shed with ease against secondary moves. | — Steps under himself and loses critical ground out of his stance on the backside of zone runs, allowing consistent penetration.","- 12 starts at LT.","— Former 3-star offensive line recruit out of Auburn High School in Rockford, Illinois. | — Married with two children and adopted his younger brother after their mom passed away. | — Finished with 52 career starts at left tackle.","Vederian Lowe was a four-and-a-half-year starter at Illinois with 52 career starts at left tackle. He started 12 games during the 2021 season in the Illini's multiple run scheme. Lowe has excellent arm length that he uses to establish first meaningful contact on defenders as a run- and pass-blocker. He excels in pass protection using a stiff, firm punch to deliver jolt on contact, and his strong latch in the run game enables him to control, steer and open up alleys on frontside kick-out/angle-drive blocks. Lowe can be effective at the second level on climbs in a straight line, and he has the wingspan and grip strength to tie up 'backers. He also brings a physical edge as a finisher through the whistle. Lowe has marginal play speed due to middling movement skills, recovery balance and body control. He is slow to adjust his angles and fit on shifty targets on the move, reset and refit in his anchor and redirect laterally to protect against inside counters. This causes him to whiff and fall off too many blocks, and he struggles to stay upright with trash around his feet. Overall, Lowe has a tremendous amount of experience at left tackle, along with admirable maturity and leadership qualities. His ideal length, good grip strength and competitive toughness should give him a shot at carving out a backup role. However, his subpar movement skills, contact balance and body control cap his ceiling as a depth piece.",NA,"277","OT16","LaAdrian Waddle"
"245","https://bleacherreport.com/articles/10026543-kolby-harvell-peel-nfl-draft-2022-scouting-report-for-oklahoma-state-s","Kolby Harvell-Peel NFL Draft 2022: Scouting Report for Oklahoma State S","Kolby Harvell-Peel","S","Oklahoma State",NA,"5'11 5/8""","213",NA,"31 1/8""","6'3 1/8""","DNP","DNP","DNP","DNP","DNP","— Versatility to play at multiple levels. Has shown the ability to play in deep coverage, as well as in the slot. Can also play the run from deep and in the box. | — Tracks and drives on the ball when in the air. With above-average ball skills, he does a good job of reacting to the ball in the air. | — Makes quick reads when playing the run. Triggers quickly and comes downhill to support the run.","— Top-end speed is a question. One-speed runner who can struggle to open and run with faster receivers. Questionable cover skills at times. Inconsistent carrying receivers downfield. | — Shows to have some stiffness and rigid movements. Can be slower redirecting at times.","14 Games, 70 TKLS, 4.5 TFL, 2 Sacks, 3 INT, 3 PBU, 1 FF, 1 FR","— 2019 First Team All-Big 12 (Coaches, AP) | — 2019 OSU Bob Fenimore Award (Team MVP) | — 2020 Second Team All-Big 12 (Coaches)","Kolby Harvell-Peel is a physical safety with slightly above-average size for his position. A player with good functional strength, he can be tight and heavy footed when moving in space. When playing the run, he does a good job reading and reacting to what he sees; triggering quick to fill running lanes and shoot gaps. Harvell-Peel does a good job tracking ball-carriers with very good angles. A physical player who willingly takes on blocks, he can get pushed around and occasionally get walled off by bigger blockers. When tackling, he does a good job of getting the ball-carrier to the ground with secure wrap tackles. When playing the pass, he shows to have good awareness of the threats in his zone but can have narrow vision at times. Combined with his tendency to be overly aggressive to play action, Harvell-Peel can get caught out of position. When playing in man coverage, he does a decent job matching routes but can get bumped off routes at times and can show to lack top-end and recovery speed. When in position downfield, he often struggles to make a play on the ball. Harvell-Peel is a productive player with three years of experience under his belt. He will need to continue to work on his coverage skills while relying on his play in the run game. He will look to compete for a backup spot.",NA,"278","S19","Caden Sterns"
"246","https://bleacherreport.com/articles/10026436-baylon-spector-nfl-draft-2022-scouting-report-for-clemson-lb","Baylon Spector NFL Draft 2022: Scouting Report for Clemson LB","Baylon Spector","LB","Clemson",NA,"6'1 1/8""","233",NA,"31 1/2""","6'3 5/8""","4.60","DNP","DNP","36""","10'2""","— Above-average speed and sideline-to-sideline ability. | — Comfortable triggering on outside runs and taking good angles to the ball. | — Moments of impressive quickness and short-area burst. | — Tested fairly well across the board at the NFL combine. | — Fairly reliable tackler, both in space and in a phone booth.","— Play strength is a concern. | — Below-average ability to take on blocks. Often allows OL to stick to him and move him around. | — Tends to be too patient versus the run. Limits opportunities to be a playmaker. | — Coverage responsibilities and success were limited in college despite quality athletic tools.","11 G, 74 TOT, 3.5 TFL, 2.5 SK, 1 INT, 1 PD, 1 FR","— 3-star recruit in 2017. | — Two-year starter. | — 2020 second-team All-ACC.","Baylon Spector has enough athleticism to stick in the NFL, but he will need to add some strength and iron out his game to do so. At Clemson, Spector most often played to the short side of the field and away from the strength of the formation. His best plays from that spot came when he was allowed to track plays to the perimeter. Not only does Spector take consistent angles, but he clears the bar for sideline-to-sideline speed and can bring down ball-carriers before they turn the corner up the field. He also flashed impressive quickness and burst when operating in tight spaces, but he will need to grow more comfortable playing in traffic to unlock those traits. Spector's work between the tackles needs work. For one, he tends to play a little too patient when trash starts forming in front of him. Spector is not willing enough to trigger at full speed and go blow up a blocker when he needs to. In turn, there are too many plays where the play is decided before he has any say in what happened. Moreover, Spector's ability to take control of blocks and shed them is questionable at this stage. He could stand to use his hands better when initiating contact, as well as add some strength to rip blockers off more easily. Spector has some tools as a weak-side run-and-chase player. He shows enough range on film, and his testing numbers at the NFL combine suggest he may still have more athletic potential with which to work. With that said, Spector is not yet ready to play between the tackles at the pro level and will need to add some strength to his game. Spector can be a backup outside linebacker and special teamer while working toward a faster, more physical play style in the box.",NA,"279","LB29","Shaun Dion Hamilton"
"247","https://bleacherreport.com/articles/10026545-markquese-bell-nfl-draft-2022-scouting-report-for-florida-am-s","Markquese Bell NFL Draft 2022: Scouting Report for Florida A&M S","Markquese Bell","S","Florida A&M",NA,"6'2 1/8""","212",NA,"32 3/8""","6'4 1/8""","4.41","DNP","4.46","36.5""","10'3""","— Long rangy player with good physicality. | — Good long speed when he is able to open up and run. | — Willing tackler who will meet the ball-carrier in the hole and run through his thighs.","— Heavy footed at times, showing some tightness and trouble with change of direction. | — Lacks movement skill needed for coverage at all levels. | — Constantly has to readjust his angles on approach to tackles.","12 G, 95 TOT, 6.5 TFL, 2 SK, 5 FF, 1 INT, 1 PBU","— Started out at Maryland before going to Coffeyville CC and then Florida A&M","Markquese Bell is a long safety with ideal length for the next level, though he has a thin frame. A journeyman going from Maryland to Coffeyville Community College to Florida A&M, Bell has shown the ability to be an athletically gifted player. While attending the NFL Combine, he showed out to be ranked in the top portion for all safeties in the drills he did. Though it's evident that he is a good athlete, this doesn't always show when in game. When playing in coverage, Bell has shown the ability to play at multiple levels. When playing deep, he often chooses to open and slide instead of backpedaling. Occasionally, he can have poor eye discipline, leaving him open to play-action pass. When playing deep, Bell tends to be slow opening and running, allowing receivers to get on his toes, but he does have the speed to run with them once he is able to open up and go. Bell tends to be best when in underneath coverage and close to the line of scrimmage. Here, he is able to read and react to the quarterback, pushing through zones and getting under receivers. When aksed to play man, he lacks the lateral quickness and twitch necessary to cover but does well if he is able to get his hands on and disrupt receivers. When playing the ball, he shows to have patience and good timing to swipe through the catch point. Bell’s big body comes into play when playing the run. He has shown to come downhill and meet ball-carriers in the hole. As he comes down he can have narrowed vision and not see blockers coming to get him. Here is where his lack of strength can show up. Generally he takes good angles to the ball but often takes the angle for him to wrap and drag ball-carriers down instead of using his body and fronting them up. The inconsistency in angles and decision to wrap tackle has led to some of his missed tackles. Bell is an intriguing prospect with size, speed and room to improve, but he will need to continue to work on the inconsistencies of both his run and pass game. He will need to work on finding a role for himself as he tries to make an impact on special teams. Bell has UDFA potential and will have many teams reaching out for his services.",NA,"282","S20","Andrew Sendejo"
"248","https://bleacherreport.com/articles/10021369-nick-ford-nfl-draft-2022-scouting-report-for-utah-iol","Nick Ford NFL Draft 2022: Scouting Report for Utah IOL","Nick Ford","IOL","Utah",NA,"6'5""",NA,NA,NA,NA,NA,NA,NA,NA,NA,"— Big, wide-bodied frame with very good arm length. | — Heavy hands with the upper-body strength and power to create instant stopping power on contact, tie up rushers and anchor once latched. | — Cleans the pocket when uncovered with jarring force and a rugged, physical mentality. | — Solid initial quickness out of his stance to line up targets as a puller and off of combo blocks. | — Excels in downhill, power and inside zone-run concepts, with the girth, length and power to uproot, latch and torque DL to create cutback lanes off of his backside on Deuce blocks and inside zone combinations.","— Marginal processing skills; consistently late to read late loopers and delayed blitzes, oftentimes late identifying & picking up the most dangerous man. | — Upright playing style with a high pad level that saps his ability to redirect, refit and sustain blocks. | — Inconsistent effort level and technique; loses his center of gravity and leans into too many blocks.","- 14 starts; 11 at center and three at LG. | - First team All-Pac 12 selection","— Former 3-star offensive tackle recruit and two-way player (DL) out of San Pedro High School in California. | — Forty career starts split across all five positions on the O-line (one at LT, nine at LG, 15 at C, 13 at RG and two at RT). | — Lost about 10 pounds from the end of season to his pro day, weighing in at 310 pounds.","Ford is a three-and-a-half-year starter inside Utah's multiple run scheme with 40 starts primarily spent on the interior, but he has at least one start at all five positions. Ford has a thick, wide-bodied frame with very good arm length and heavy hands. Ford wins using his girth, length and good upper-body strength to generate knockback power on contact, displace and wall off defenders to create rush lanes off of his backside. He can effectively 'post' defensive tackles on Deuce blocks and uproot them off of their spot as the 'drive' man while having enough quickness to bang, climb and wall off flowing backers at the second-level. He has the initial quickness to function on wide zone concepts, but his persistently high pad level and shoddy use of leverage limits his sustain and causes him to fall off too many blocks against movement across his face. He also is late keying and diagnosing late-loopers and delayed blitzes, causing him to be tardy deciphering the most dangerous man. Ford has the play strength, length and girth to latch and anchor on nose tackles at center with the power and demeanor to clean the pocket when uncovered. He struggles mirroring subpackage rushers because of a high pad level and a bad habit of leaning into contact that causes him to be tardy with his hands and/or unable to redirect effectively. Overall, Ford has solid run-blocking skills with the frame, length and upper-body strength to wall off defenders in the run game and anchor once latched, but he has marginal play speed and poor use of leverage that will need to significantly improve to stick on a roster long-term.",NA,"283","IOL32","Jamil Demby"
"249","https://bleacherreport.com/articles/10026503-jeremiah-moon-nfl-draft-2022-scouting-report-for-florida-edge","Jeremiah Moon NFL Draft 2022: Scouting Report for Florida EDGE","Jeremiah Moon","EDGE","Florida",NA,"6'4 3/4""","249",NA,"35""","6'11 5/8""","4.76","7.09","4.55","40.5""","11'1""","— Tall, filled-out build with elite length. | — Positional flexibility. Played both on and off the ball at Florida. | — Physical player. More than willing to scrap and initiate contact. | — Moments of good upper-body strength. | — Fairly sharp and physical coverage player. Does well to reroute players entering his area in zone assignments.","— Not a crafty or dynamic pass-rusher despite being asked to rush off the edge a fair amount. | — Hand usage and block deconstruction could use work. | — Speed and change of direction in space are average at best. Often lumbers in tight areas. | — Tends to not attack plays at full speed. Can be too patient and set himself behind the play. | — Tape does not quite match his 95th-plus percentile (among edge-rushers) jump testing.","10 G, 49 TOT, 3.5 TFL, 2 SK, 1 PD, 1 FF","— 4-star recruit in 2016. | — Spent six seasons at Florida, thanks in part to the extra year of eligibility because of the COVID-19 pandemic. | — Started roughly half of the team's games between 2017 and 2021. | — .css-wrcrjw{margin:0;font-size:1.6rem;-webkit-text-decoration:none;text-decoration:none;font-family:Proxima Nova,Proxima Nova Fallback Helvetica,Proxima Nova Fallback Arial;font-weight:700;font-style:normal;letter-spacing:0rem;line-height:1.92rem;color:var(--br--palette-foreground__link__secondary__default-mainChannel);font-size:inherit;overflow-wrap:break-word;white-space:normal;}.css-3nqh9c{-webkit-text-decoration:underline;text-decoration:underline;text-decoration-color:rgba(var(--br--palette-primary-mainChannel) / 0.4);margin:0;font-size:1.6rem;-webkit-text-decoration:none;text-decoration:none;font-family:Proxima Nova,Proxima Nova Fallback Helvetica,Proxima Nova Fallback Arial;font-weight:700;font-style:normal;letter-spacing:0rem;line-height:1.92rem;color:var(--br--palette-foreground__link__secondary__default-mainChannel);font-size:inherit;overflow-wrap:break-word;white-space:normal;}.css-3nqh9c:hover{text-decoration-color:inherit;}.css-lu48cp{margin:0;font:inherit;color:var(--br--palette-primary-main);-webkit-text-decoration:underline;text-decoration:underline;text-decoration-color:rgba(var(--br--palette-primary-mainChannel) / 0.4);margin:0;font-size:1.6rem;-webkit-text-decoration:none;text-decoration:none;font-family:Proxima Nova,Proxima Nova Fallback Helvetica,Proxima Nova Fallback Arial;font-weight:700;font-style:normal;letter-spacing:0rem;line-height:1.92rem;color:var(--br--palette-foreground__link__secondary__default-mainChannel);font-size:inherit;overflow-wrap:break-word;white-space:normal;}.css-lu48cp:hover{text-decoration-color:inherit;}Foot injury cut Moon's 2019 season short. | — Suffered a season-ending thumb injury early in 2016. (Struggling to find out exactly what)","Jeremiah Moon boasts an odd combination of skills, but brings enough size, physicality and versatility to warrant interest. Moon, a tweener at 6'5"" and 249 pounds, played both on and off the ball for the Gators. Regardless of which alignment, he showed off a tenacious attitude toward contact and flashes impressive moments of strength. Moon's hand usage as a run defender can get wild and sap some strength from his punch at times, but he has the length to suggest that can be turned around. As a cover defender, he may not have the mobility to run with skill players, but his physicality does serve him well when he goes to reroute players running into his zones. Moon has no clear home in the NFL. At this stage, he is not polished or flexible enough to make an impact as a pass-rusher on the ball. He also needs to work on reading keys and triggering in the run game as an off-ball linebacker. Moon's range and change of direction may hinder him as an off-ball linebacker, even if he does begin to play faster. He has bits and pieces of skills to work with in each role, but not quite enough to make him an impactful player at either spot right now. Moon has the size and physicality to merit a late-round selection, but whichever team drafts him will need to home in on a clear plan for him. Considering his length and explosive jump testing figures, perhaps the best plan of attack is to unlock Moon's potential as a rusher off the edge.","5.5 (Backup/Draftable - 6th/7th Round)","284","EDGE30","Joseph Ossai"
"250","https://bleacherreport.com/articles/10021466-yusuf-corker-nfl-draft-2022-scouting-report-for-kentucky-safety","Yusuf Corker NFL Draft 2022: Scouting Report for Kentucky Safety","Yusuf Corker",NA,"Kentucky Safety",NA,"6'0""","203",NA,"31""","6'2 7/8""","DNP","DNP","DNP","DNP","DNP","— Accelerates quickly. Good progressive speed that builds when his stride opens. | — Flashes very good breaking ability with quick feet under his base and little wasted movement. | — Aggressive in the run game. Comes downhill quickly to fill his gap. | — Will show explosive blow delivery in his tackles but typically needs to be able to line up his shot.","— Inconsistent man coverage. Hip tightness when flipping his hips, as well as when turning to redirect. Not always fluid and can be moved out of position. | — Takes poor angle when tackling. In space, he can over run, give up leverage, or stiffness can show up. Tackle security is inconsistent.","13 Games, 82 Tackles, 3.5 TFL, 1 Sack, 8 PBU","— 2020/2021 Team Captain | — Senior Bowl invite","Yusuf Corker is a two-time team captain with 37 consecutive starts for the Wildcats. An explosive athlete, he does best when performing straight ahead. Quick feet and acceleration aid Corker in both the run and pass game. When defending the run, Corker makes quick reads and accelerates quickly to the ball carrier. He uses his quickness to beat bigger blockers to the spot, along with his strength to take on and control receivers. When filling in between the tackles, he is able to run through the tackles, delivering big hits. Out on the edge, he tends to slow play the tackle more. His lack of flexibility and trouble turning come into play against him when tackling in open space. Also, when in space, Corker often reaches and dives for tackles, which result in him melting off of tackles. When playing the pass, he is able to play a couple of different coverages. One of the most productive looks for Corker is a two high safety look, but he can also play the deep centerfield safety. Here he is able to see the routes develop in front of him and use his speed to track the ball in the air. Although he is able to play the ball in the air, he struggles with consistently capitalizing on his opportunities for turnovers. As a man defender, Corker can struggle with covering the deeper developing routes. Showing a good burst out of standstill, Corker is able to sit on routes and play the short game. When in position, he shows very good timing swiping through the catch point. Corker flashes some good traits, but his inconsistency in tackling and man coverage are a concern. He has enough of some other traits to rely on but will primarily give assistance as depth.",NA,"285","S21","Deionte Thompson"
"251","https://bleacherreport.com/articles/10026563-jason-poe-nfl-draft-2022-scouting-report-for-mercer-fb","Jason Poe NFL Draft 2022: Scouting Report for Mercer FB","Jason Poe","FB","Mercer",NA,"6'0⅝""",NA,NA,NA,NA,NA,NA,NA,NA,NA,"— Shot out of a cannon as a puller, with the speed and range to connect at a high rate on smaller targets. | — Very good short-area quickness. Smoothly adjusts his track and aiming points on the move with fluid mirror ability in pass protection. | — Excellent natural leverage that he can use to get under and dig out opponents, with good grip strength to strain through contact once latched. | — Plays with good energy and competitive toughness to finish through the whistle.","— Sawed-off, short levers with erratic strike timing and placement. | — Plays at one speed with a charged-up, frenetic playing style that leads to unreliable body control and balance. | — Effortlessly stacked, pressed and slipped on attempted overtake and cut-off blocks. | — Will get knocked on his heels in pass protection due to most rushers being able to stab and establish first meaningful contact with ease.","- 10 starts at RG. | - Team captain.","— Former 0-star recruit out of Fitzgerald High School in Georgia. Also lettered in track and weightlifting. Set the school record with a 390-pound bench press, per The Athletic. | — Began his college career at Hutchinson Community College in Kansas as a fullback before transferring to Division II Lenoir-Rhyne in North Carolina. Finished his career transferring to Mercer for the 2021 season. | — Won the Jacobs Blocking Trophy for the best offensive lineman in the South Atlantic Conference while at Lenoir-Rhyne during the 2018 and 2019 seasons. | — Finished his career with 37 total starts, all at right guard. | — Invited and accepted his invite to the College Gridiron Showcase in Fort Worth, Texas.","Jason Poe was a one-year starter at Mercer after playing at Division II Lenoir-Rhyne and Hutchinson Community College before that. He accumulated 37 combined starts over that span, all at right guard, including 10 in 2021 at Mercer. Poe was a team captain inside Mercer's Wishbone offensive scheme. He was primarily asked to down-block and pull as a run-blocker, with most of his appeal coming as a move-blocker. Poe has a squatty, sawed-off frame with a lot of twitch and explosiveness in his movements, plus very good speed on the move. He uncorks and flies around the field as a puller to track down targets across the field and boasts solid power through contact to create knockdowns. Poe uses his natural leverage to his advantage on down blocks and has enough grip strength once latched to uproot and sustain blocks against other stout, stubby body types. His quickness shows up when he's mirroring rushers in pass protection, giving him a shot to recover and pinch off penetration to his edges. Poe plays with a wild, uncontrolled style that results in erratic balance, and he is effortlessly stacked, shed and controlled in the run game when having to cut off or overtake bigger interior run defenders. He can create space off the line in pass protection, but he is a heavy two-hand striker with razor-thin margin for error. Poe gets beaten far too quickly against moderately skilled rushers. He also struggles to protect his frame against the long-arm, too easily giving up first meaningful contact, getting knocked on his heels and off his base. Overall, Poe is an athletic, physical spark plug on the move as a puller. He has the ability to make an immediate impact as a fullback sealing the edges or tracking down smaller defenders at the second level. His body type likely pigeonholes him to having to try center to stick on the offensive line, but he has enough juice and tenacity to carve out a role for a creative, diverse run game in the NFL.",NA,"288","FB1","Patrick Ricard"
